FLYBASE,query,SYMBOL,GENENAME,chromosome_name,start_position,end_position
FBgn0260960,Baldspot,Baldspot,baldspot,3L,16648442,16661615
FBgn0260962,pic,pic,piccolo,3R,13052245,13056725
FBgn0260964,Vmat,Vmat,Vesicular monoamine transporter,2R,13513132,13534251
FBgn0260965,CG42588,CG42588,uncharacterized protein,3L,12814254,12824650
FBgn0260968,CG42591,CG42591,uncharacterized protein,3L,8069453,8069960
FBgn0260969,CG42592,CG42592,uncharacterized protein,3R,29835610,29836288
FBgn0260970,CG42593,Ubr3,Ubr3 ubiquitin ligase,X,7935896,7953883
FBgn0260971,CG42594,CG42594,uncharacterized protein,X,4840833,4906575
FBgn0260972,alc,alc,alicorn,2R,9135375,9137933
FBgn0260985,RfC4,RfC4,Replication factor C subunit 4,3L,4134860,4136038
FBgn0260986,mei-38,mei-38,meiotic 38,X,1477063,1481420
FBgn0260987,vtd,vtd,verthandi,3L,27136525,27157999
FBgn0260990,yata,yata,yata,3R,29749219,29754528
FBgn0260991,Incenp,Incenp,Inner centromere protein,2R,7278467,7281795
FBgn0260995,CG42596,dpr21,defective proboscis extension response 21,2R,3066499,3191011
FBgn0260997,CG42598,CG42598,uncharacterized protein,3L,26354140,26371356
FBgn0261004,asl,asl,asterless,3R,5603236,5606543
FBgn0261015,Pif1A,Pif1A,PFTAIRE-interacting factor 1A,3R,8774286,8801176
FBgn0261016,CG42600,clos,closca,2R,9587953,9599732
FBgn0261019,moi,moi,modigliani,3R,18255530,18257677
FBgn0261020,wol,wol,wollknaeuel,2L,8301345,8302985
FBgn0261041,stj,stj,straightjacket,2R,13805794,13819571
FBgn0261046,Dscam3,Dscam3,Down syndrome cell adhesion molecule 3,3R,17473935,17505667
FBgn0261049,Vps45,Vps45,Vacuolar protein sorting 45,3R,9563924,9566092
FBgn0261053,Cad86C,Cad86C,Cadherin 86C,3R,10827079,10849030
FBgn0261055,Sfp26Ad,Sfp26Ad,Seminal fluid protein 26Ad,2L,5942623,5943304
FBgn0261059,Sfp78E,Sfp78E,Seminal fluid protein 78E,3L,21683098,21684042
FBgn0261064,Rbsn-5,Rbsn-5,Rabenosyn-5,2L,8159832,8161800
FBgn0261065,Cpsf73,Cpsf73,Cleavage and polyadenylation specificity factor 73,3R,18661121,18663552
FBgn0261067,LSm1,LSm1,Like Sm 1,2R,21169969,21170672
FBgn0261068,LSm7,LSm7,Like Sm 7,2L,16742315,16743100
FBgn0261085,Syt12,Syt12,Synaptotagmin 12,X,13359248,13368179
FBgn0261086,Syt14,Syt14,Synaptotagmin 14,3R,4314455,4319069
FBgn0261090,Sytbeta,Sytbeta,Synaptotagmin beta,3L,15014695,15064977
FBgn0261108,Atg13,Atg13,Autophagy-related 13,3R,8349815,8352817
FBgn0261109,mrn,mrn,marionette,3L,15578769,15580537
FBgn0261111,BHD,BHD,Birt-Hogg-Dube,3L,7238542,7240245
FBgn0261112,APP-BP1,APP-BP1,beta-Amyloid precursor protein binding protein 1,3L,11098412,11100578
FBgn0261113,Xrp1,Xrp1,Xrp1,3R,18914968,18926989
FBgn0261119,Prp19,Prp19,Pre-RNA processing factor 19,2R,18447361,18451041
FBgn0261238,Alh,Alh,Alhambra,3R,7094596,7124185
FBgn0261239,Hr39,Hr39,Hormone receptor-like in 39,2L,21237250,21259675
FBgn0261243,Psa,Psa,Puromycin sensitive aminopeptidase,3L,1502843,1523380
FBgn0261244,inaE,inaE,inactivation no afterpotential E,X,13783714,13811493
FBgn0261245,sing,sing,singles bar,X,16679297,16681784
FBgn0261258,rgn,rgn,regeneration,3L,21382501,21424416
FBgn0261260,CG42611,mgl,Megalin,X,9358496,9500129
FBgn0261261,plx,plx,pollux,3R,5685855,5712837
FBgn0261262,CG42613,CG42613,uncharacterized protein,3R,18929196,18978088
FBgn0261266,zuc,zuc,zucchini,2L,11988735,11989882
FBgn0261268,Cul-3,Cul3,Cullin 3,2L,15265245,15272024
FBgn0261269,conv,conv,convoluted,2R,14270729,14275495
FBgn0261270,SelD,Sps1,Selenophosphate synthetase 1,2R,14268772,14270658
FBgn0261274,Ero1L,Ero1L,Endoplasmic reticulum oxidoreductin-1-like,3L,4170404,4173789
FBgn0261276,opa1-like,Opa1,Optic atrophy 1,2R,14230611,14235449
FBgn0261277,rtv,rtv,retroactive,X,11152484,11153990
FBgn0261278,grp,grp,grapes,2L,16680054,16699926
FBgn0261279,lqfR,lqfR,liquid facets-Related,3R,22411301,22419051
FBgn0261283,HLH106,SREBP,Sterol regulatory element binding protein,3L,19793935,19798979
FBgn0261284,bou,bou,boudin,X,6986486,6987188
FBgn0261285,Ppcs,Ppcs,Phosphopantothenoylcysteine synthetase,3R,19139054,19147910
FBgn0261286,Mat89Ba,Mat89Ba,Maternal transcript 89Ba,3R,16268329,16272415
FBgn0261287,ymp,ymp,yellow-emperor,3R,25591502,25609127
FBgn0261289,CheB98a,CheB98a,Chemosensory protein A 98a,3R,28806702,28807501
FBgn0261290,CheA84a,CheA84a,Chemosensory protein A 84a,3R,8204195,8204830
FBgn0261293,CheB53b,CheB53b,Chemosensory protein B 53b,2R,16468209,16468934
FBgn0261341,verm,verm,vermiform,3L,19690033,19695260
FBgn0261349,Mst36Fb,Mst36Fb,Male-specific transcript 36Fb,2L,18673363,18675094
FBgn0261353,CG42630,Ccdc56,Coiled-coil domain containing 56,3L,11708979,11710570
FBgn0261356,CG42633,CG42633,uncharacterized protein,3R,10780965,10782267
FBgn0261357,CG42634,CG42634,uncharacterized protein,2L,18007935,18008962
FBgn0261360,CG42637,CG42637,uncharacterized protein,3L,19719527,19793569
FBgn0261361,CG42638,CG42638,uncharacterized protein,3L,19745834,19749744
FBgn0261363,CG42640,PPO3,Prophenoloxidase 3,2R,23064769,23067183
FBgn0261373,CG33228,CG33228,uncharacterized protein,2R,24668411,24669330
FBgn0261380,mRpL37,mRpL37,mitochondrial ribosomal protein L37,3R,10782563,10784092
FBgn0261381,mtTFB1,mtTFB1,Mitochondrial Transcription Factor B1,3L,11708979,11710570
FBgn0261383,CG3125,IntS6,Integrator 6,X,5738663,5747254
FBgn0261385,scra,scra,scraps,2R,7590119,7595242
FBgn0261386,Gpa2,Gpa2,Glycoprotein hormone alpha 2,Unmapped_Scaffold_8_D1580_D1567,3093,3557
FBgn0261387,CG17528,CG17528,uncharacterized protein,2R,4815426,4824319
FBgn0261393,alpha-Est5,alpha-Est5,alpha-Esterase-5,3R,7533496,7536390
FBgn0261394,Pros29,Prosalpha3,Proteasome alpha3 subunit,2R,20994900,20996118
FBgn0261396,Rpn3,Rpn3,Regulatory particle non-ATPase 3,2L,19051790,19053681
FBgn0261397,didum,didum,dilute class unconventional myosin,2R,7500147,7508625
FBgn0261401,Ir75c,Ir75c,Ionotropic receptor 75c,3L,17820493,17822834
FBgn0261403,sxc,sxc,super sex combs,2R,5307288,5329555
FBgn0261429,CR42646,lncRNA:CR42646,long non-coding RNA:CR42646,2R,5363253,5367357
FBgn0261434,hkb,hkb,huckebein,3R,4345015,4346646
FBgn0261436,DhpD,DhpD,Dihydropterin deaminase,3R,4227387,4229238
FBgn0261437,CSN8,CSN8,COP9 signalosome subunit 8,2L,8364855,8365663
FBgn0261439,SdhA,SdhA,"Succinate dehydrogenase, subunit A (flavoprotein)",2R,19391863,19395971
FBgn0261444,CG3638,CG3638,uncharacterized protein,X,1215289,1236684
FBgn0261445,sgl,sgl,sugarless,3L,6959554,6964758
FBgn0261446,CG13377,CG13377,uncharacterized protein,X,258335,263999
FBgn0261456,hpo,hpo,hippo,2R,19493996,19496856
FBgn0261458,capt,capt,capulet,2L,1151678,1158262
FBgn0261461,RhoGAP18B,RhoGAP18B,Rho GTPase activating protein at 18B,X,19136107,19167082
FBgn0261477,slim,slim,scruin like at the midline,2R,18440965,18445526
FBgn0261479,nero,nero,nero,3R,31746445,31747558
FBgn0261503,CG42651,lncRNA:CR42651,long non-coding RNA::CR42651,3R,6808796,6816379
FBgn0261504,CR42652,7SLRNA:CR42652,Signal recognition particle 7SL RNA CR42652,3R,6820131,6820429
FBgn0261505,CR42653,CR42653,pseudo,2R,1207416,1209312
FBgn0261508,CG42656,CG42656,uncharacterized protein,3R,7492961,7493271
FBgn0261509,haf,haf,hattifattener,2L,1555129,1609389
FBgn0261514,nimA,NimA,Nimrod A,2L,13957539,13963381
FBgn0261522,CG42657,lncRNA:CR42657,long non-coding RNA:CR42657,X,9688189,9689295
FBgn0261524,lic,lic,licorne,X,13091145,13093986
FBgn0261526,NT1,NT1,Neurotrophin 1,3L,4501652,4508433
FBgn0261529,ms(2)34Fe,ms(2)34Fe,male sterile (2) 34Fe,2L,14328429,14333860
FBgn0261530,nbs,nbs,nbs,3L,9720414,9723194
FBgn0261531,CG42659,CG42659,uncharacterized protein,2L,18007360,18007842
FBgn0261532,cdm,cdm,cadmus,3R,18179275,18183479
FBgn0261534,l(2)34Fc,l(2)34Fc,lethal (2) 34Fc,2L,14349020,14351513
FBgn0261535,l(2)34Fd,l(2)34Fd,lethal (2) 34Fd,2L,14352594,14355085
FBgn0261538,CG42662,CG42662,uncharacterized protein,2R,15698726,15701696
FBgn0261545,CG42663,CG42663,uncharacterized protein,2R,12705172,12751545
FBgn0261547,Exn,Exn,Ephexin,3L,16970013,16994388
FBgn0261549,rdgA,rdgA,retinal degeneration A,X,8907068,9029476
FBgn0261550,CG42668,CG42668,uncharacterized protein,3R,20309344,20324196
FBgn0261552,ps,ps,pasilla,3R,9417940,9455500
FBgn0261553,CG42671,CG42671,uncharacterized protein,3L,11214505,11230745
FBgn0261554,CG42672,CG42672,uncharacterized protein,2R,21295652,21310411
FBgn0261555,CG42673,CG42673,uncharacterized protein,3L,9547220,9596713
FBgn0261556,CG42674,CG42674,uncharacterized protein,3L,20149614,20198317
FBgn0261560,Thor,Thor,thor,2L,3478434,3479612
FBgn0261561,CG42675,CG42675,uncharacterized protein,3R,5813609,5818820
FBgn0261562,CG42676,CG42676,uncharacterized protein,3L,1803107,1806920
FBgn0261563,wb,wb,wing blister,2L,14263027,14328262
FBgn0261564,CG42678,ReepA,Receptor expression enhancing protein A,2R,22925107,22932044
FBgn0261565,Lmpt,Lmpt,Limpet,3L,16865295,16922487
FBgn0261567,CG42681,CG42681,uncharacterized protein,2L,14744421,14744817
FBgn0261570,CG42684,raskol,raskol,X,17710144,17752007
FBgn0261571,CG42685,CG42685,uncharacterized protein,2L,14724617,14730177
FBgn0261573,CoRest,CoRest,CoRest,X,19521929,19530896
FBgn0261574,kug,kug,kugelei,3L,20005301,20024607
FBgn0261575,tobi,tobi,target of brain insulin,3R,25344761,25346921
FBgn0261580,CG42690,CG42690,uncharacterized protein,2R,19944263,19945877
FBgn0261581,CG42691,CG42691,uncharacterized protein,2R,19945731,19946814
FBgn0261583,CG42693,CG42693,uncharacterized protein,3R,31707870,31708340
FBgn0261584,CG42694,CG42694,uncharacterized protein,2R,22941877,22945147
FBgn0261586,CG42696,lncRNA:CR42696,long non-coding RNA:CR42696,2L,21326660,21327114
FBgn0261588,pdm3,pdm3,pou domain motif 3,2R,8327490,8396280
FBgn0261592,RpS6,RpS6,Ribosomal protein S6,X,7899624,7901331
FBgn0261596,RpS24,RpS24,Ribosomal protein S24,2R,22640526,22641419
FBgn0261597,RpS26,RpS26,Ribosomal protein S26,2L,18441335,18443277
FBgn0261599,RpS29,RpS29,Ribosomal protein S29,3R,9778042,9779528
FBgn0261602,RpL8,RpL8,Ribosomal protein L8,3L,2587456,2588883
FBgn0261608,RpL37A,RpL37A,Ribosomal protein L37A,2L,5070957,5072055
FBgn0261609,eIF-2alpha,eIF2alpha,eukaryotic translation initiation factor 2 subunit alpha,X,16445176,16446993
FBgn0261610,CG42699,CG42699,uncharacterized protein,X,5764553,5789576
FBgn0261611,CG42700,CG42700,uncharacterized protein,2R,12279771,12300795
FBgn0261612,Cng,CngA,Cyclic nucleotide-gated ion channel subunit A,2R,16243145,16259805
FBgn0261614,CG42703,CG42703,uncharacterized protein,2R,23101232,23101777
FBgn0261615,CG42704,CG42704,uncharacterized protein,X,7412668,7413296
FBgn0261617,nej,nej,nejire,X,9665442,9687066
FBgn0261618,larp,larp,La related protein,3R,28318162,28336440
FBgn0261624,CG42707,I-3,Inhibitor-3,X,20881814,20882626
FBgn0261625,CG42708,GLS,Glutaminase,2R,12670483,12679593
FBgn0261627,CG42710,CG42710,uncharacterized protein,2L,8781799,8782500
FBgn0261631,CG42714,CG42714,uncharacterized protein,3L,6233491,6234056
FBgn0261633,CG42716,CG42716,uncharacterized protein,3L,16033778,16034170
FBgn0261634,CG42717,CG42717,uncharacterized protein,3L,16032762,16033190
FBgn0261636,CG42719,lncRNA:CR42719,long non-coding RNA:CR42719,3L,615627,616646
FBgn0261638,CR42721,lncRNA:CR42721,long non-coding RNA::CR42721,3R,6767050,6779728
FBgn0261639,CR42722,CR42722,pseudo,3L,24546138,24546986
FBgn0261640,CR42723,CR42723,pseudo,3L,24549636,24550445
FBgn0261641,CG42724,CG42724,uncharacterized protein,3R,6361672,6368288
FBgn0261647,Axud1,Axud1,AXIN1 up-regulated 1,2L,2365345,2370137
FBgn0261648,salm,salm,spalt major,2L,11434311,11445614
FBgn0261649,tinc,tinc,tincar,3R,17811541,17872507
FBgn0261671,tweek,tweek,tweek,2L,16888490,16917052
FBgn0261673,nemy,nemy,no extended memory,2R,12659497,12670219
FBgn0261674,CG42709,CG42709,uncharacterized protein,3L,12790192,12796084
FBgn0261675,Npc1b,Npc1b,Niemann-Pick type C-1b,X,20934869,20939503
FBgn0261679,CG42726,CG42726,uncharacterized protein,3R,15348048,15350391
FBgn0261680,CG42727,CG42727,uncharacterized protein,3R,15348048,15350391
FBgn0261681,CG42728,CG42728,uncharacterized protein,3L,15527620,15528196
FBgn0261682,CG42729,CG42729,uncharacterized protein,3L,15526910,15527516
FBgn0261683,CG42730,B9d2,B9d2,2L,6127872,6130651
FBgn0261697,tectonic,tctn,tectonic,2L,6127872,6130651
FBgn0261698,CG42732,SLO2,slowpoke 2,2R,10322195,10416996
FBgn0261700,CG42736,lncRNA:CR42736,long non-coding RNA:CR42736,2R,18377487,18378196
FBgn0261702,CR42738,asRNA:CR42738,antisense RNA:CR42738,3R,7143487,7144295
FBgn0261703,gce,gce,germ cell-expressed bHLH-PAS,X,15297766,15319074
FBgn0261704,CG42740,CG42740,uncharacterized protein,3R,30418767,30422971
FBgn0261705,CG42741,CG42741,uncharacterized protein,2R,23011078,23042943
FBgn0261709,CR42746,lncRNA:CR42746,long non-coding RNA:CR42746,2L,12543176,12544343
FBgn0261710,nocte,nocte,no circadian temperature entrainment,X,10461865,10474675
FBgn0261714,Cpn,Cpn,Calphotin,3R,12162887,12166186
FBgn0261722,flower,fwe,flower,3L,15810081,15816410
FBgn0261723,Dbx,Dbx,Dbx,3L,1921307,1933602
FBgn0261786,mi,mi,minus,2R,23523856,23528260
FBgn0261788,Ank2,Ank2,Ankyrin 2,3L,7655389,7718395
FBgn0261789,SmD2,SmD2,Small ribonucleoprotein particle protein SmD2,3R,6345000,6345911
FBgn0261790,SmE,SmE,Small ribonucleoprotein particle protein SmE,2L,7884930,7885450
FBgn0261792,snRNP-U1-C,snRNP-U1-C,small ribonucleoprotein particle U1 subunit C,3R,18982964,18983650
FBgn0261793,Trf2,Trf2,TATA box binding protein-related factor 2,X,8409272,8433011
FBgn0261794,kcc,kcc,kazachoc,2R,23907654,23925066
FBgn0261797,Dhc64C,Dhc64C,Dynein heavy chain 64C,3L,4807368,4825687
FBgn0261799,CG32159,dsx-c73A,doublesex cognate 73A,3L,16422795,16451958
FBgn0261800,LanB1,LanB1,LanB1,2L,7811438,7820771
FBgn0261808,nocturnin,cu,curled,3R,11197592,11208633
FBgn0261811,jog,pico,pico,X,19830215,19852059
FBgn0261816,CG13479,CG42758,uncharacterized protein,3L,14567440,14568133
FBgn0261822,Bsg,Bsg,Basigin,2L,8083420,8116531
FBgn0261823,Asx,Asx,Additional sex combs,2R,14503958,14512493
FBgn0261850,Xpd,Xpd,Xeroderma pigmentosum D,2R,21171001,21174504
FBgn0261854,aPKC,aPKC,atypical protein kinase C,2R,14944458,14962969
FBgn0261872,scaf6,scaf6,SR-related CTD associated factor 6,3L,17036859,17042574
FBgn0261873,sdt,sdt,stardust,X,8178549,8240474
FBgn0261881,CG4140,l(2)35Be,lethal (2) 35Be,2L,15006583,15007431
FBgn0261885,osa,osa,osa,3R,17687818,17718350
FBgn0261930,vnd,vnd,ventral nervous system defective,X,582121,598151
FBgn0261933,SmD1,SmD1,Small ribonucleoprotein particle protein SmD1,3L,12733364,12734611
FBgn0261934,dikar,dikar,dikar,3L,6728800,6743164
FBgn0261938,CG4644,mtRNApol,mitochondrial RNA polymerase,2L,1103254,1108373
FBgn0261952,CG11582,srw,shrew,3L,4282956,4283478
FBgn0261953,AP-2,TfAP-2,Transcription factor AP-2,3L,21586828,21613349
FBgn0261954,east,east,enhanced adult sensory threshold,X,2010860,2024647
FBgn0261955,kdn,kdn,knockdown,X,6350629,6361323
FBgn0261963,mid,mid,midline,2L,5461639,5467610
FBgn0261976,Psf2,Psf2,Partner of Sld Five 2,2L,4386182,4387356
FBgn0261983,l(2)gd1,l(2)gd1,lethal (2) giant discs 1,2L,11106943,11110851
FBgn0261984,ire-1,Ire1,Inositol-requiring enzyme-1,3R,19853908,19861291
FBgn0261985,Ptpmeg,Ptpmeg,Protein tyrosine phosphatase Meg,3L,328097,356050
FBgn0261986,RASSF8,RASSF8,Ras association domain family member 8,3R,25661795,25665640
FBgn0261987,pxt,Pxt,Peroxinectin-like,3R,17719454,17722955
FBgn0261988,Gprk2,Gprk2,G protein-coupled receptor kinase 2,3R,31405245,31457873
FBgn0261989,CG13335,CG42807,uncharacterized protein,2R,13570595,13572759
FBgn0261993,CG18669,CG42811,uncharacterized protein,3R,24366527,24367220
FBgn0261995,CG31063,CG42813,uncharacterized protein,3R,27227070,27228561
FBgn0261997,CG32186,CG42815,uncharacterized protein,3L,17791079,17791486
FBgn0261999,CG12455,Ca-Ma2d,Ca[2+] channel Muscle-specific alpha2/delta subunit,2L,16231475,16241527
FBgn0262001,CG13394,CG42819,uncharacterized protein,2L,8388728,8389331
FBgn0262003,CG34035,CG42821,uncharacterized protein,3R,17413077,17413639
FBgn0262005,CG34053,CG42823,uncharacterized protein,3R,17404487,17405109
FBgn0262007,CG6640,CG42825,uncharacterized protein,3L,10095754,10098115
FBgn0262009,CG6784,CG42827,uncharacterized protein,3R,23372924,23373600
FBgn0262018,CadN2,CadN2,Cadherin-N2,2L,17786971,17875247
FBgn0262026,CG8446,CG42837,uncharacterized protein,2R,16197042,16199378
FBgn0262029,d,d,dachs,2L,8466817,8488671
FBgn0262057,CG6680,Spn77Ba,Serpin 77Ba,3L,20317190,20320116
FBgn0262081,Csk,Csk,C-terminal Src kinase,3R,11633278,11650706
FBgn0262109,CR32477,lncRNA:CR42862,long non-coding RNA:CR42862,3L,224106,230964
FBgn0262111,f,f,forked,X,17232942,17280964
FBgn0262112,CG12068,sro,shroud,3R,29794597,29795805
FBgn0262114,RanBPM,RanBPM,Ran-binding protein M,2R,10429708,10436581
FBgn0262115,CG17683,CG17683,uncharacterized protein,2R,4130974,4133484
FBgn0262116,CG40127,RNASEK,Ribonuclease kappa,2R,4186835,4188127
FBgn0262117,CG17665,IntS3,Integrator 3,2R,4235779,4242934
FBgn0262123,CG41265,l(2)41Ab,lethal (2) 41Ab,2R,1349392,1443935
FBgn0262124,CG42595,uex,unextended,2R,3900285,3949425
FBgn0262125,sec23,Sec23,Secretory 23,3R,5649065,5652629
FBgn0262126,sten,Sec24CD,Secretory 24CD,2L,2231106,2236844
FBgn0262127,CG33967,kibra,kibra,3R,14697689,14724261
FBgn0262139,trh,trh,trachealess,3L,366524,392633
FBgn0262160,CG9932,CG9932,uncharacterized protein,2L,13021868,13060140
FBgn0262166,CG8445,calypso,calypso,2R,16194062,16196333
FBgn0262167,ana1,ana1,anastral spindle 1,3R,24530576,24536395
FBgn0262169,magu,magu,magu,2R,10052541,10063712
FBgn0262467,CG8885,Scox,Synthesis of cytochrome c oxidase,2L,4967832,4968935
FBgn0262473,Tl,Tl,Toll,3R,26799041,26842403
FBgn0262509,nrm,nrm,neuromusculin,3L,22998372,23040300
FBgn0262511,Vha44,Vha44,Vacuolar H[+] ATPase 44kD subunit,2R,16324813,16336637
FBgn0262514,CG7026,VhaPPA1-2,Vacuolar H[+] ATPase PPA1 subunit 2,3R,14899606,14900277
FBgn0262515,CG8029,VhaAC45,Vacuolar H[+] ATPase AC45 accessory subunit,2R,9207561,9209774
FBgn0262516,trpml,Trpml,"Transient receptor potential cation channel, mucolipin",3L,19714418,19718328
FBgn0262517,CG32210,Ltn1,Listerin E3 ubiquitin protein ligase 1,3L,19544345,19552290
FBgn0262518,Rab8,Rab8,Rab8,3L,19867488,19871078
FBgn0262519,Mi-2,Mi-2,Mi-2,3L,19882051,19910215
FBgn0262524,l(3)S147910,ver,verrocchio,3L,12523987,12525150
FBgn0262527,CG4699,nsl1,non-specific lethal 1,3R,15793782,15802102
FBgn0262559,CG7998,Mdh2,Malate dehydrogenase 2,3R,18226396,18228718
FBgn0262560,wcd,wcd,wicked,2R,16345838,16347500
FBgn0262582,cic,cic,capicua,3R,20252770,20303942
FBgn0262593,Shab,Shab,Shaker cognate b,3L,2895017,2959579
FBgn0262595,CG33724,CheA56a,Chemosensory protein A 56a,2R,18640194,18640802
FBgn0262598,CG7795,mtsh,mitoshell,2L,8316889,8319908
FBgn0262601,SmB,SmB,Small ribonucleoprotein particle protein SmB,2L,10425483,10426627
FBgn0262614,pyd,pyd,polychaetoid,3R,8827068,8931896
FBgn0262619,CG5602,DNAlig1,DNA ligase 1,2R,23890512,23893177
FBgn0262624,CG12026,Tmhs,Tetraspan membrane protein in hair cell stereocilia,3L,1885657,1891462
FBgn0262636,CG2052,dati,datilografo,4,375640,395605
FBgn0262647,Nup160,Nup160,Nucleoporin 160kD,2L,11123777,11129335
FBgn0262685,CG1756,CG43155,uncharacterized protein,X,11459786,11476504
FBgn0262699,rap,fzr,fizzy-related,X,4667290,4679537
FBgn0262714,CG11006,Sap130,Sin3A-associated protein 130,3L,12805902,12813036
FBgn0262716,Arp66B,Arp3,Actin-related protein 3,3L,8113407,8115902
FBgn0262717,Skeletor,Skeletor,skeletor,3R,10686943,10696270
FBgn0262728,Pal,Pal2,Peptidyl-alpha-hydroxyglycine-alpha-amidating lyase 2,2R,23688077,23690838
FBgn0262730,CG14446,dtn,detonator,X,6225647,6236218
FBgn0262731,pncr013:4,CG33941,uncharacterized protein,4,467497,471476
FBgn0262732,mbf1,mbf1,multiprotein bridging factor 1,3L,16574436,16576871
FBgn0262733,Src64B,Src64B,Src oncogene at 64B,3L,4592447,4626196
FBgn0262734,Rbp2,eIF4H1,eukaryotic translation initiation factor 4H1,X,16448665,16454972
FBgn0262736,Vha16,Vha16-1,Vacuolar H[+] ATPase 16kD subunit 1,2R,6625242,6633090
FBgn0262737,mub,mub,mushroom-body expressed,3L,21844788,21932702
FBgn0262738,norpA,norpA,no receptor potential A,X,4322626,4365408
FBgn0262739,AGO1,AGO1,Argonaute-1,2R,13943387,13958089
FBgn0262740,CG11727,Evi5,Ecotropic viral integration site 5,X,11430523,11454386
FBgn0262743,Fs(2)Ket,Fs(2)Ket,Female sterile (2) Ketel,2L,20734609,20750941
FBgn0262782,CG5362,Mdh1,Malate dehydrogenase 1,2L,10393774,10396332
FBgn0262801,Spase18-21,twr,twisted bristles roughened eye,3R,6657882,6659442
FBgn0262866,S6kII,S6kII,Ribosomal protein S6 kinase II,X,22529964,22536371
FBgn0262867,Ptr,Ptr,Patched-related,2R,6181748,6196320
FBgn0262869,mun,Gfrl,Glial cell line-derived neurotrophic family receptor-like,3R,20378458,20484588
FBgn0262870,axo,axo,axotactin,3L,4629604,4687317
FBgn0262871,CG5319,lute,lute,3R,17379944,17390265
FBgn0262872,milt,milt,milton,2L,7037823,7056010
FBgn0262937,CG9139,Rabex-5,Rabaptin-5-associated exchange factor for Rab5,3L,1295913,1298497
FBgn0262952,mt:ND4,ND4,mitochondrial NADH-ubiquinone oxidoreductase chain 4,mitochondrion_genome,8207,9545
FBgn0262954,CG34186,Rpb12,Rpb12,2R,15144968,15145519
FBgn0262955,RpII140,RpII140,RNA polymerase II 140kD subunit,3R,14125791,14130111
FBgn0262975,cnc,cnc,cap-n-collar,3R,23185580,23226711
FBgn0262976,CG32711,lawc,leg arista wing complex,X,8408008,8411658
FBgn0263006,Ca-P60A,SERCA,Sarco/endoplasmic reticulum Ca(2+)-ATPase,2R,23925077,23935884
FBgn0263022,CG14876,CG43317,uncharacterized protein,3R,15833462,15834425
FBgn0263024,CG12879,CG43319,uncharacterized protein,3R,27694318,27694541
FBgn0263026,CG13776,CG43321,uncharacterized protein,2L,7012262,7012803
FBgn0263030,CG30217,CG43325,uncharacterized protein,2R,22655549,22657135
FBgn0263032,CG30459,CG43327,uncharacterized protein,2R,17032487,17034012
FBgn0263037,CG32972,CG43332,uncharacterized protein,2L,14161144,14163222
FBgn0263040,CG5302,CG43335,uncharacterized protein,3R,15635468,15636489
FBgn0263046,CG30492,CG43341,uncharacterized protein,2R,7632841,7633880
FBgn0263047,CG31169,CG43342,uncharacterized protein,3R,22381340,22382147
FBgn0263050,CG9243,CG43345,uncharacterized protein,2L,21166046,21168581
FBgn0263076,Klp54D,Klp54D,Kinesin-like protein at 54D,2R,17557031,17563406
FBgn0263077,CG30494,CG43340,uncharacterized protein,2R,7623242,7651787
FBgn0263078,CG42627,CG43339,uncharacterized protein,2L,18671604,18673285
FBgn0263079,CG31790,CG43338,uncharacterized protein,2L,18666892,18671246
FBgn0263093,CG32021,CR43361,pseudo,4,905179,907924
FBgn0263102,psq,psq,pipsqueak,2R,10557888,10617280
FBgn0263106,DnaJ-1,DnaJ-1,DnaJ-like-1,3L,5750029,5752189
FBgn0263107,bft,mir-bft,bereft,2L,11953410,11953503
FBgn0263108,BtbVII,BtbVII,BTB-protein-VII,3L,3148646,3158408
FBgn0263109,CG14470,CG43366,uncharacterized protein,2R,5893895,5931363
FBgn0263111,cac,cac,cacophony,X,11931280,11985087
FBgn0263112,Mitf,Mitf,mitf,4,1198852,1224467
FBgn0263116,5-HT1B,5-HT1B,5-hydroxytryptamine (serotonin) receptor 1B,2R,19022325,19032642
FBgn0263118,dei,tx,taxi,3R,26440778,26448991
FBgn0263120,l(2)44DEa,Acsl,Acyl-CoA synthetase long-chain,2R,8665813,8683022
FBgn0263121,Prosalpha1,Prosalpha1,Proteasome alpha1 subunit,2R,7827303,7828678
FBgn0263131,CG42513,CG43373,uncharacterized protein,3L,16491838,16543370
FBgn0263132,Cht6,Cht6,Chitinase 6,X,10016845,10050803
FBgn0263133,CG4567,mEFG1,mitochondrial translation elongation factor G 1,2L,7220369,7223081
FBgn0263143,CG4771,vret,vreteno,3R,22742954,22745581
FBgn0263144,bin3,bin3,bicoid-interacting protein 3,2R,6214568,6240602
FBgn0263197,ssp4,Patronin,patronin,2R,17519024,17535866
FBgn0263198,hkl,Acn,Acinus,2L,19045355,19048817
FBgn0263199,CG5288,Galk,Galactokinase,3L,8982212,8986091
FBgn0263200,CG9232,Galt,Galactose-1-phosphate uridylyltransferase,2L,6666264,6668033
FBgn0263219,CG42330,Dscam4,Down syndrome cell adhesion molecule 4,3L,8238647,8282398
FBgn0263220,Hk,Hk,Hyperkinetic,X,10233347,10263485
FBgn0263231,bel,bel,belle,3R,8654975,8660761
FBgn0263232,CG32135,Nxf3,Nuclear export factor 3,3L,13965203,13973067
FBgn0263233,CG34192,robls54B,roadblock similar 54B,2R,17455743,17456441
FBgn0263234,CG16996,Phae1,Phaedra 1,2L,12109417,12110664
