SYMBOL,tau,tissue,current_symbol,submitted_item,validated_id,FBID_KEY,ANNOTATION_SYMBOL,LOCATION_ARM,LOCATION_MAX,LOCATION_MIN,LOCATION_STRAND,NAME,group
Nrk,0.748214857775557,wing,Nrk,Nrk,FBgn0020391,FBgn0020391,CG4007,2R,13163484,13160063,1,Neurospecific receptor kinase,"(0.7,0.75]"
nrm,0.691833390098491,leg,nrm,nrm,FBgn0262509,FBgn0262509,CG43079,3L,23040300,22998372,1,neuromusculin,"(0.65,0.7]"
Nrt,0.753170474460094,wing,Nrt,Nrt,FBgn0004108,FBgn0004108,CG9704,3L,16777465,16766072,1,Neurotactin,"(0.75,0.8]"
nrv1,0.654936740047366,malpighian.tubule,nrv1,nrv1,FBgn0015776,FBgn0015776,CG9258,2L,6786861,6778555,-1,nervana 1,"(0.65,0.7]"
nrv2,0.682043626106442,testis,nrv2,nrv2,FBgn0015777,FBgn0015777,CG9261,2L,6798862,6789770,-1,nervana 2,"(0.65,0.7]"
nrv3,0.797577249528152,wing,nrv3,nrv3,FBgn0032946,FBgn0032946,CG8663,2L,21393319,21380000,1,nervana 3,"(0.75,0.8]"
Nrx-1,0.867727847207286,wing,Nrx-1,Nrx-1,FBgn0038975,FBgn0038975,CG7050,3R,22486969,22468512,1,Neurexin 1,"(0.85,0.9]"
Nrx-IV,0.622273348145373,wing,Nrx-IV,Nrx-IV,FBgn0013997,FBgn0013997,CG6827,3L,12156990,12146519,1,Neurexin IV,"(0.6,0.65]"
Ns1,0.633109647847024,ovary,Ns1,Ns1,FBgn0038473,FBgn0038473,CG3983,3R,17072675,17070523,-1,Nucleostemin 1,"(0.6,0.65]"
Ns2,0.519191388898671,fat.body,Ns2,Ns2,FBgn0034243,FBgn0034243,CG6501,2R,17568456,17565779,-1,Nucleostemin 2,"(0.5,0.55]"
Ns3,0.709768256394325,trachea,Ns3,Ns3,FBgn0266284,FBgn0266284,CG14788,X,1464220,1461844,-1,Nucleostemin 3,"(0.7,0.75]"
Ns4,0.704721375159624,testis,Ns4,Ns4,FBgn0032882,FBgn0032882,CG9320,2L,20754655,20752476,1,Nucleostemin 4,"(0.7,0.75]"
NSD,0.795229670494356,trachea,NSD,NSD,FBgn0039559,FBgn0039559,CG4976,3R,27937853,27932982,-1,Nuclear receptor binding SET domain protein,"(0.75,0.8]"
Nse1,0.885277103236932,trachea,Nse1,Nse1,FBgn0031848,FBgn0031848,CG11329,2L,6677625,6676649,-1,Non-SMC element 1,"(0.85,0.9]"
Nse4,0.766453462539938,trachea,Nse4,Nse4,FBgn0032251,FBgn0032251,CG13142,2L,10441047,10439440,1,Non-SMC element 4,"(0.75,0.8]"
Nsf2,0.407042269072421,malpighian.tubule,Nsf2,Nsf2,FBgn0266464,FBgn0266464,CG33101,3R,13837991,13833497,-1,N-ethylmaleimide-sensitive factor 2,"(0.4,0.45]"
nsl1,0.373828275141995,malpighian.tubule,nsl1,nsl1,FBgn0262527,FBgn0262527,CG4699,3R,15802102,15793782,1,non-specific lethal 1,"(0.35,0.4]"
nSMase,0.767991499547823,testis,nSMase,nSMase,FBgn0035421,FBgn0035421,CG12034,3L,3220925,3219156,1,neutral sphingomyelinase,"(0.75,0.8]"
nsr,0.995383192571542,testis,nsr,nsr,FBgn0034740,FBgn0034740,CG3875,2R,22653595,22650556,1,novel spermatogenesis regulator,"(0.95,1]"
nst,0.731938898659845,malpighian.tubule,nst,nst,FBgn0036298,FBgn0036298,CG10627,3L,12530171,12527215,-1,nesthocker,"(0.7,0.75]"
Nsun2,0.726678089409592,ovary,Nsun2,Nsun2,FBgn0026079,FBgn0026079,CG6133,X,4113734,4111156,-1,"NOP2-Sun domain family, member 2","(0.7,0.75]"
Nsun5,0.83131421488218,testis,Nsun5,Nsun5,FBgn0259704,FBgn0259704,CG42358,3R,19162300,19160099,-1,Nop2/Sun-like domain containing protein 5,"(0.8,0.85]"
nSyb,0.831372666631663,wing,nSyb,nSyb,FBgn0013342,FBgn0013342,CG17248,3L,1637752,1630348,-1,neuronal Synaptobrevin,"(0.8,0.85]"
NT1,0.694560603369033,trachea,NT1,NT1,FBgn0261526,FBgn0261526,CG42576,3L,4508433,4501652,-1,Neurotrophin 1,"(0.65,0.7]"
Nt5a,0.933179405072748,testis,Nt5a,CG2277,FBgn0035204,FBgn0035204,CG2277,3L,1307418,1304850,-1,5' nucleotidase A,"(0.9,0.95]"
Nt5b,0.739936364130529,fat.body,Nt5b,CG32549,FBgn0052549,FBgn0052549,CG32549,X,18410144,18390498,-1,5' nucleotidase B,"(0.7,0.75]"
Nt5c,0.224831183833426,ovary,Nt5c,CG1814,FBgn0033426,FBgn0033426,CG1814,2R,9581847,9577427,1,5' nucleotidase C,"(0.2,0.25]"
NT5E-2,0.827565270946126,testis,NT5E-2,NT5E-2,FBgn0050104,FBgn0050104,CG30104,2R,17493169,17485002,1,Ecto-5'-nucleotidase 2,"(0.8,0.85]"
Ntan1,0.533112859057829,gut,Ntan1,Ntan1,FBgn0034371,FBgn0034371,CG5473,2R,18658222,18640862,-1,N-terminal amidohydrolase 1,"(0.5,0.55]"
ntc,0.963794174945102,testis,ntc,ntc,FBgn0035461,FBgn0035461,CG10855,3L,3806459,3803832,-1,nutcracker,"(0.95,1]"
Ntf-2,0.538956620669057,trachea,Ntf-2,Ntf-2,FBgn0031145,FBgn0031145,CG1740,X,21041467,21035469,1,Nuclear transport factor-2,"(0.5,0.55]"
Ntf-2r,0.994503428310402,testis,Ntf-2r,Ntf-2r,FBgn0032680,FBgn0032680,CG10174,2L,18455419,18454649,1,Nuclear transport factor-2-related,"(0.95,1]"
Ntl,0.982203107937778,testis,Ntl,Ntl,FBgn0267326,FBgn0267326,CG7075,2L,7713991,7710880,1,Neurotransmitter transporter-like,"(0.95,1]"
Ntmt,0.877313773577823,testis,Ntmt,Ntmt,FBgn0033457,FBgn0033457,CG1675,2R,9867051,9865632,1,N-terminal methyltransferase,"(0.85,0.9]"
NTPase,0.504246753749997,malpighian.tubule,NTPase,NTPase,FBgn0024947,FBgn0024947,CG3059,2L,2885850,2880704,-1,NTPase,"(0.5,0.55]"
NtR,0.852209549498915,heart,NtR,NtR,FBgn0029147,FBgn0029147,CG6698,2R,22130184,22127808,1,NtR,"(0.85,0.9]"
Nuak,0.465616695832678,gut,Nuak,Nuak1,FBgn0262617,FBgn0262617,CG43143,3R,10308467,10264306,1,Nuak family kinase,"(0.45,0.5]"
nub,0.890854007257195,gut,nub,nub,FBgn0085424,FBgn0085424,CG34395,2L,12628135,12587625,1,nubbin,"(0.85,0.9]"
NUCB1,0.755286141170627,male.reproductive.glands,NUCB1,NUCB1,FBgn0052190,FBgn0052190,CG32190,3L,17802279,17797738,-1,NUCB1,"(0.75,0.8]"
nudC,0.859034849361742,testis,nudC,nudC,FBgn0021768,FBgn0021768,CG9710,3L,16819532,16804994,1,nudC,"(0.85,0.9]"
nudE,0.37082300063558,testis,nudE,nudE,FBgn0036059,FBgn0036059,CG8104,3L,9903031,9899241,1,nudE,"(0.35,0.4]"
nuf,0.349253573042151,antenna,nuf,nuf,FBgn0013718,FBgn0013718,CG33991,3L,14233250,14190870,1,nuclear fallout,"(0.3,0.35]"
Nuf2,0.890608724739455,testis,Nuf2,Nuf2,FBgn0031886,FBgn0031886,CG8902,2L,7065837,7064431,-1,Nuf2,"(0.85,0.9]"
Nufip,0.726292643492176,trachea,Nufip,Nufip,FBgn0036812,FBgn0036812,CG4076,3L,18748367,18746611,-1,Nufip,"(0.7,0.75]"
nullo,0.846331423597172,antenna,nullo,nullo,FBgn0004143,FBgn0004143,CG14426,X,7050321,7049476,1,nullo,"(0.8,0.85]"
Nulp1,0.671495787828598,testis,Nulp1,Nulp1,FBgn0027549,FBgn0027549,CG7927,3L,8113406,8110368,1,Nuclear localized protein 1,"(0.65,0.7]"
numb,0.671274818384773,malpighian.tubule,numb,numb,FBgn0002973,FBgn0002973,CG3779,2L,9464184,9437469,1,numb,"(0.65,0.7]"
Nup107,0.770161589834636,ovary,Nup107,Nup107,FBgn0027868,FBgn0027868,CG6743,2L,10736071,10733293,-1,Nucleoporin 107kD,"(0.75,0.8]"
Nup133,0.76613671000661,trachea,Nup133,Nup133,FBgn0039004,FBgn0039004,CG6958,3R,22694772,22690607,1,Nucleoporin 133kD,"(0.75,0.8]"
Nup153,0.415751730533499,malpighian.tubule,Nup153,Nup153,FBgn0061200,FBgn0061200,CG4453,X,16610459,16599241,1,Nucleoporin 153kD,"(0.4,0.45]"
Nup154,0.700564216527773,trachea,Nup154,Nup154,FBgn0021761,FBgn0021761,CG4579,2L,11010921,11004820,1,Nucleoporin 154kD,"(0.7,0.75]"
Nup160,0.854762624420507,testis,Nup160,Nup160,FBgn0262647,FBgn0262647,CG4738,2L,11129335,11123777,1,Nucleoporin 160kD,"(0.85,0.9]"
Nup188,0.720431741075733,trachea,Nup188,Nup188,FBgn0033766,FBgn0033766,CG8771,2R,12686179,12679967,-1,Nucleoporin 188kDa,"(0.7,0.75]"
Nup205,0.685857244149578,trachea,Nup205,Nup205,FBgn0031078,FBgn0031078,CG11943,X,19859379,19852214,1,Nucleoporin 205kD,"(0.65,0.7]"
Nup214,0.613162576399478,trachea,Nup214,Nup214,FBgn0010660,FBgn0010660,CG3820,2R,22924742,22918937,-1,Nucleoporin 214kD,"(0.6,0.65]"
Nup35,0.839631721357994,trachea,Nup35,Nup35,FBgn0030943,FBgn0030943,CG6540,X,18649489,18648182,1,Nucleoporin 35kDa,"(0.8,0.85]"
Nup358,0.565496264493199,trachea,Nup358,Nup358,FBgn0039302,FBgn0039302,CG11856,3R,25258672,25249348,1,Nucleoporin 358kD,"(0.55,0.6]"
Nup37,0.77077558769672,ovary,Nup37,Nup37,FBgn0039301,FBgn0039301,CG11875,3R,25249100,25247658,1,Nucleoporin 37kD,"(0.75,0.8]"
Nup43,0.805614776225937,testis,Nup43,Nup43,FBgn0038609,FBgn0038609,CG7671,3R,18367913,18366638,1,Nucleoporin 43kD,"(0.8,0.85]"
Nup44A,0.626784866187282,fat.body,Nup44A,Nup44A,FBgn0033247,FBgn0033247,CG8722,2R,7991283,7988462,1,Nucleoporin at 44A,"(0.6,0.65]"
Nup50,0.779197679193258,trachea,Nup50,Nup50,FBgn0033264,FBgn0033264,CG2158,2R,8125058,8123036,1,Nucleoporin 50kD,"(0.75,0.8]"
Nup54,0.835482440925285,testis,Nup54,Nup54,FBgn0033737,FBgn0033737,CG8831,2R,12431099,12428449,-1,Nucleoporin 54kD,"(0.8,0.85]"
Nup58,0.87561436492088,testis,Nup58,Nup58,FBgn0038722,FBgn0038722,CG7360,3R,19646906,19645026,1,Nucleoporin 58kD,"(0.85,0.9]"
Nup62,0.841269857776571,testis,Nup62,Nup62,FBgn0034118,FBgn0034118,CG6251,2R,16345828,16344377,1,Nucleoporin 62kD,"(0.8,0.85]"
Nup75,0.734984491993474,testis,Nup75,Nup75,FBgn0034310,FBgn0034310,CG5733,2R,18167140,18164694,-1,Nucleoporin 75kD,"(0.7,0.75]"
Nup93-1,0.770299955448448,trachea,Nup93-1,Nup93-1,FBgn0027537,FBgn0027537,CG11092,X,13825910,13822826,1,Nucleoporin 93kD-1,"(0.75,0.8]"
Nup93-2,0.719443549574349,testis,Nup93-2,Nup93-2,FBgn0038274,FBgn0038274,CG7262,3R,14898372,14895703,-1,Nucleoporin 93kD-2,"(0.7,0.75]"
Nup98-96,0.667002725014744,trachea,Nup98-96,Nup98-96,FBgn0039120,FBgn0039120,CG10198,3R,23781621,23774225,-1,Nucleoporin 98-96kD,"(0.65,0.7]"
nur,0.919955616765383,body,nur,nur,FBgn0051813,FBgn0051813,CG31813,2L,13737030,13736138,1,nemuri,"(0.9,0.95]"
Nurf-38,0.453589117965094,male.reproductive.glands,Nurf-38,Nurf-38,FBgn0016687,FBgn0016687,CG4634,2R,24561087,24558967,-1,Nucleosome remodeling factor - 38kD,"(0.45,0.5]"
nvd,0.833032571468489,ovary,nvd,nvd,FBgn0287185,FBgn0287185,CG40050,3L,24401655,24324866,1,neverland,"(0.8,0.85]"
nvy,0.888152321361052,testis,nvy,nvy,FBgn0005636,FBgn0005636,CG3385,2R,24291084,24275734,1,nervy,"(0.85,0.9]"
nw,0.779973415982893,gut,nw,nw,FBgn0283508,FBgn0283508,CG43164,2R,17508645,17502354,1,narrow,"(0.75,0.8]"
nwk,0.817361031135642,head,nwk,nwk,FBgn0263456,FBgn0263456,CG43479,3L,9145693,9137860,1,nervous wreck,"(0.8,0.85]"
nxf2,0.903715791173646,ovary,nxf2,nxf2,FBgn0036640,FBgn0036640,CG4118,3L,16580306,16576859,-1,nuclear RNA export factor 2,"(0.9,0.95]"
Nxf3,0.457413054783861,ovary,Nxf3,Nxf3,FBgn0263232,FBgn0263232,CG32135,3L,13973067,13965203,1,Nuclear export factor 3,"(0.45,0.5]"
nxf4,0.996203470863308,testis,nxf4,nxf4,FBgn0051501,FBgn0051501,CG31501,3R,7347836,7346730,1,nuclear export factor 4,"(0.95,1]"
Nxt1,0.867015740828581,trachea,Nxt1,Nxt1,FBgn0028411,FBgn0028411,CG12752,2R,23811974,23811321,-1,NTF2-related export protein 1,"(0.85,0.9]"
nyo,0.974381384272908,testis,nyo,nyo,FBgn0039852,FBgn0039852,CG1499,3R,31566165,31543032,1,nyobe,"(0.95,1]"
O-fut1,0.822081721759605,ovary,O-fut1,O-fut1,FBgn0033901,FBgn0033901,CG12366,2R,14163054,14161430,1,O-fucosyltransferase 1,"(0.8,0.85]"
O-fut2,0.708632374965211,ovary,O-fut2,O-fut2,FBgn0027791,FBgn0027791,CG14789,X,1465996,1464363,-1,O-fucosyltransferase 2,"(0.7,0.75]"
oaf,0.575633556725965,fat.body,oaf,oaf,FBgn0011818,FBgn0011818,CG9884,2L,2498846,2492955,1,out at first,"(0.55,0.6]"
Oamb,0.842845957092236,antenna,Oamb,Oamb,FBgn0024944,FBgn0024944,CG3856,3R,20714577,20689018,-1,Octopamine receptor in mushroom bodies,"(0.8,0.85]"
Oat,0.802486489642652,ovary,Oat,Oat,FBgn0022774,FBgn0022774,CG8782,3L,19649851,19647280,-1,Ornithine aminotransferase precursor,"(0.8,0.85]"
Oatp26F,0.902181777637312,fat.body,Oatp26F,Oatp26F,FBgn0051634,FBgn0051634,CG31634,2L,6632407,6625138,-1,Organic anion transporting polypeptide 26F,"(0.9,0.95]"
Oatp30B,0.74466277774181,malpighian.tubule,Oatp30B,Oatp30B,FBgn0032123,FBgn0032123,CG3811,2L,9540060,9521210,1,Organic anion transporting polypeptide 30B,"(0.7,0.75]"
Oatp33Ea,0.960898944381387,gut,Oatp33Ea,Oatp33Ea,FBgn0032433,FBgn0032433,CG5427,2L,12445924,12441401,-1,Organic anion transporting polypeptide 33Ea,"(0.95,1]"
Oatp33Eb,0.952800861937771,gut,Oatp33Eb,Oatp33Eb,FBgn0032435,FBgn0032435,CG6417,2L,12452047,12448484,1,Organic anion transporting polypeptide 33Eb,"(0.95,1]"
Oatp58Da,0.997774211353091,malpighian.tubule,Oatp58Da,Oatp58Da,FBgn0050277,FBgn0050277,CG30277,2R,22220905,22218456,-1,Organic anion transporting polypeptide 58Da,"(0.95,1]"
Oatp58Db,0.998199880721686,malpighian.tubule,Oatp58Db,Oatp58Db,FBgn0034715,FBgn0034715,CG3382,2R,22223499,22221180,-1,Organic anion transporting polypeptide 58Db,"(0.95,1]"
Oatp58Dc,0.990453325420578,malpighian.tubule,Oatp58Dc,Oatp58Dc,FBgn0034716,FBgn0034716,CG3380,2R,22228574,22223681,-1,Organic anion transporting polypeptide 58Dc,"(0.95,1]"
Oatp74D,0.684629951013473,fat.body,Oatp74D,Oatp74D,FBgn0036732,FBgn0036732,CG7571,3L,17511693,17487118,1,Organic anion transporting polypeptide 74D,"(0.65,0.7]"
obe,0.789118734047677,trachea,obe,obe,FBgn0038344,FBgn0038344,CG5205,3R,15493310,15486050,1,obelus,"(0.75,0.8]"
Obp18a,0.790017593580019,fat.body,Obp18a,Obp18a,FBgn0030985,FBgn0030985,CG15883,X,19135868,19135081,-1,Odorant-binding protein 18a,"(0.75,0.8]"
Obp19a,0.994367126440911,antenna,Obp19a,Obp19a,FBgn0031109,FBgn0031109,CG11748,X,20416521,20415744,1,Odorant-binding protein 19a,"(0.95,1]"
Obp19b,0.97539798413474,wing,Obp19b,Obp19b,FBgn0031110,FBgn0031110,CG1670,X,20417812,20416733,1,Odorant-binding protein 19b,"(0.95,1]"
Obp19c,0.983682963222403,ovary,Obp19c,Obp19c,FBgn0031111,FBgn0031111,CG15457,X,20418964,20417921,-1,Odorant-binding protein 19c,"(0.95,1]"
Obp19d,0.903045832196726,antenna,Obp19d,Obp19d,FBgn0011280,FBgn0011280,CG1668,X,20420979,20419613,1,Odorant-binding protein 19d,"(0.9,0.95]"
Obp22a,0.996813253686374,male.reproductive.glands,Obp22a,Obp22a,FBgn0043539,FBgn0043539,CG31941,2L,1992160,1991381,-1,Odorant-binding protein 22a,"(0.95,1]"
Obp28a,0.983214326997586,antenna,Obp28a,Obp28a,FBgn0011283,FBgn0011283,CG6641,2L,7497365,7496791,-1,Odorant-binding protein 28a,"(0.95,1]"
Obp44a,0.985479168397883,testis,Obp44a,Obp44a,FBgn0033268,FBgn0033268,CG2297,2R,8135315,8134170,-1,Odorant-binding protein 44a,"(0.95,1]"
Obp46a,0.962016534146862,testis,Obp46a,Obp46a,FBgn0033508,FBgn0033508,CG12905,2R,10312023,10311172,-1,Odorant-binding protein 46a,"(0.95,1]"
Obp47b,0.876229748149424,malpighian.tubule,Obp47b,Obp47b,FBgn0033614,FBgn0033614,CG13208,2R,11302987,11302247,-1,Odorant-binding protein 47b,"(0.85,0.9]"
Obp49a,0.917628236459879,proboscis,Obp49a,Obp49a,FBgn0050052,FBgn0050052,CG30052,2R,12690955,12690059,-1,Odorant-binding protein 49a,"(0.9,0.95]"
Obp50a,0.968978469090124,wing,Obp50a,Obp50a,FBgn0050067,FBgn0050067,CG30067,2R,14371116,14370331,-1,Odorant-binding protein 50a,"(0.95,1]"
Obp50d,0.993674357613215,testis,Obp50d,Obp50d,FBgn0050074,FBgn0050074,CG30074,2R,14373808,14373108,1,Odorant-binding protein 50d,"(0.95,1]"
Obp50e,1,testis,Obp50e,Obp50e,FBgn0033931,FBgn0033931,CG13939,2R,14375385,14374462,-1,Odorant-binding protein 50e,"(0.95,1]"
Obp51a,0.992840316930755,male.reproductive.glands,Obp51a,Obp51a,FBgn0043530,FBgn0043530,CG30473,2R,15024839,15024375,-1,Odorant-binding protein 51a,"(0.95,1]"
Obp56a,0.901050685328995,body.wall,Obp56a,Obp56a,FBgn0034468,FBgn0034468,CG11797,2R,19698508,19697723,1,Odorant-binding protein 56a,"(0.9,0.95]"
Obp56c,0.906829300451555,testis,Obp56c,Obp56c,FBgn0046879,FBgn0046879,CG30128,2R,19701124,19699995,-1,Odorant-binding protein 56c,"(0.9,0.95]"
Obp56d,0.800473246090398,proboscis,Obp56d,Obp56d,FBgn0034470,FBgn0034470,CG11218,2R,19703915,19702924,-1,Odorant-binding protein 56d,"(0.8,0.85]"
Obp56e,0.940198858014275,proboscis,Obp56e,Obp56e,FBgn0034471,FBgn0034471,CG8462,2R,19712932,19712345,1,Odorant-binding protein 56e,"(0.9,0.95]"
Obp56f,0.995876988306554,male.reproductive.glands,Obp56f,Obp56f,FBgn0043533,FBgn0043533,CG30450,2R,19713976,19713395,1,Odorant-binding protein 56f,"(0.95,1]"
Obp56g,0.98470598287268,male.reproductive.glands,Obp56g,Obp56g,FBgn0034474,FBgn0034474,CG13873,2R,19784043,19783484,-1,Odorant-binding protein 56g,"(0.95,1]"
Obp56h,0.978905398056409,proboscis,Obp56h,Obp56h,FBgn0034475,FBgn0034475,CG13874,2R,19816204,19815554,1,Odorant-binding protein 56h,"(0.95,1]"
Obp56i,0.981119866029247,male.reproductive.glands,Obp56i,Obp56i,FBgn0043532,FBgn0043532,CG30448,2R,19868714,19864717,1,Odorant-binding protein 56i,"(0.95,1]"
Obp57a,0.80851786437418,haltere,Obp57a,Obp57a,FBgn0043535,FBgn0043535,CG30141,2R,20505758,20505150,1,Odorant-binding protein 57a,"(0.8,0.85]"
Obp57b,0.7982793885004,haltere,Obp57b,Obp57b,FBgn0043534,FBgn0043534,CG30142,2R,20505136,20504251,1,Odorant-binding protein 57b,"(0.75,0.8]"
Obp57c,0.770249197699441,wing,Obp57c,Obp57c,FBgn0034509,FBgn0034509,CG13421,2R,20504202,20503584,1,Odorant-binding protein 57c,"(0.75,0.8]"
Obp57e,0.667687556494155,proboscis,Obp57e,Obp57e,FBgn0050145,FBgn0050145,CG30145,2R,20548291,20547816,-1,Odorant-binding protein 57e,"(0.65,0.7]"
Obp58b,0.975349664877256,antenna,Obp58b,Obp58b,FBgn0034768,FBgn0034768,CG13518,2R,22705639,22704704,1,Odorant-binding protein 58b,"(0.95,1]"
Obp58c,0.99145700678975,testis,Obp58c,Obp58c,FBgn0034769,FBgn0034769,CG13524,2R,22706678,22705872,-1,Odorant-binding protein 58c,"(0.95,1]"
Obp58d,0.983650796201856,antenna,Obp58d,Obp58d,FBgn0034770,FBgn0034770,CG13519,2R,22707772,22706934,1,Odorant-binding protein 58d,"(0.95,1]"
Obp59a,0.994729370188687,antenna,Obp59a,Obp59a,FBgn0034766,FBgn0034766,CG13517,2R,22703786,22702695,1,Odorant-binding protein 59a,"(0.95,1]"
Obp69a,0.979332685591787,antenna,Obp69a,Obp69a,FBgn0011279,FBgn0011279,CG10436,3L,12396957,12396171,1,Odorant-binding protein 69a,"(0.95,1]"
Obp73a,0.442934475225998,gut,Obp73a,Obp73a,FBgn0036681,FBgn0036681,CG13027,3L,16954942,16944361,1,Odorant-binding protein 73a,"(0.4,0.45]"
Obp83a,0.989669956335436,antenna,Obp83a,Obp83a,FBgn0011281,FBgn0011281,CG11421,3R,5975245,5972155,-1,Odorant-binding protein 83a,"(0.95,1]"
Obp83b,0.990992938812447,antenna,Obp83b,Obp83b,FBgn0010403,FBgn0010403,CG11422,3R,5976817,5976177,-1,Odorant-binding protein 83b,"(0.95,1]"
Obp83cd,0.833653603512043,heart,Obp83cd,Obp83cd,FBgn0046878,FBgn0046878,CG15582,3R,6109733,6108134,1,Odorant-binding protein 83cd,"(0.8,0.85]"
Obp83ef,0.872987694822971,fat.body,Obp83ef,Obp83ef,FBgn0046876,FBgn0046876,CG31557,3R,6111034,6109642,-1,Odorant-binding protein 83ef,"(0.85,0.9]"
Obp83g,0.917513545056765,testis,Obp83g,Obp83g,FBgn0046875,FBgn0046875,CG31558,3R,6112302,6111671,-1,Odorant-binding protein 83g,"(0.9,0.95]"
Obp84a,0.99164960537195,antenna,Obp84a,Obp84a,FBgn0011282,FBgn0011282,CG1176,3R,7251957,7250725,-1,Odorant-binding protein 84a,"(0.95,1]"
Obp85a,0.755832792481251,antenna,Obp85a,Obp85a,FBgn0037589,FBgn0037589,CG11732,3R,8420597,8419822,-1,Odorant-binding protein 85a,"(0.75,0.8]"
Obp8a,0.932122746106565,male.reproductive.glands,Obp8a,Obp8a,FBgn0030103,FBgn0030103,CG12665,X,9215699,9214876,1,Odorant-binding protein 8a,"(0.9,0.95]"
Obp93a,0.986187088935902,testis,Obp93a,Obp93a,FBgn0038859,FBgn0038859,CG17284,3R,21129717,21128950,-1,Odorant-binding protein 93a,"(0.95,1]"
Obp99a,0.963588003002136,testis,Obp99a,Obp99a,FBgn0039678,FBgn0039678,CG18111,3R,29672334,29671657,1,Odorant-binding protein 99a,"(0.95,1]"
Obp99b,0.835185796374,body.wall,Obp99b,Obp99b,FBgn0039685,FBgn0039685,CG7592,3R,29716896,29716254,-1,Odorant-binding protein 99b,"(0.8,0.85]"
Obp99c,0.833378227833723,fat.body,Obp99c,Obp99c,FBgn0039682,FBgn0039682,CG7584,3R,29689311,29685736,-1,Odorant-binding protein 99c,"(0.8,0.85]"
Obp99d,0.88459843071274,haltere,Obp99d,Obp99d,FBgn0039684,FBgn0039684,CG15505,3R,29715004,29714505,1,Odorant-binding protein 99d,"(0.85,0.9]"
obst-A,0.868424271371189,heart,obst-A,obst-A,FBgn0031097,FBgn0031097,CG17052,X,20243209,20239855,1,obstructor-A,"(0.85,0.9]"
obst-B,0.844068075350422,heart,obst-B,obst-B,FBgn0027600,FBgn0027600,CG4778,2L,10038954,10032690,1,obstructor-B,"(0.8,0.85]"
obst-E,0.803448751313684,male.reproductive.glands,obst-E,obst-E,FBgn0031737,FBgn0031737,CG11142,2L,5766142,5762553,-1,obstructor-E,"(0.8,0.85]"
obst-F,0.980007574845309,gut,obst-F,obst-F,FBgn0036947,FBgn0036947,CG7306,3L,20201638,20200443,-1,obstructor-F,"(0.95,1]"
obst-G,1,fat.body,obst-G,obst-G,FBgn0036228,FBgn0036228,CG9781,3L,11953317,11952301,-1,obstructor-G,"(0.95,1]"
obst-H,0.996136944918954,gut,obst-H,obst-H,FBgn0053983,FBgn0053983,CG33983,3L,15529243,15528265,-1,obstructor-H,"(0.95,1]"
obst-I,0.996623017882571,gut,obst-I,obst-I,FBgn0052304,FBgn0052304,CG32304,3L,2268590,2267858,1,obstructor-I,"(0.95,1]"
obst-J,0.971143995649012,testis,obst-J,obst-J,FBgn0036940,FBgn0036940,CG7348,3L,20131743,20130451,-1,obstructor-J,"(0.95,1]"
oc,0.961091496516509,head,oc,oc,FBgn0004102,FBgn0004102,CG12154,X,8650681,8630159,-1,ocelliless,"(0.95,1]"
Ocho,0.949817780530885,body,Ocho,Ocho,FBgn0040296,FBgn0040296,CG3396,3L,14976040,14974848,1,Ocho,"(0.9,0.95]"
ocm,0.526520068757606,trachea,ocm,ocm,FBgn0266083,FBgn0266083,CG3363,2R,24195290,24186703,1,over compensating males,"(0.5,0.55]"
ocn,0.989496151850071,testis,ocn,ocn,FBgn0041102,FBgn0041102,CG7929,3R,30037730,30037003,-1,ocnus,"(0.95,1]"
Ocrl,0.603357444323891,malpighian.tubule,Ocrl,Ocrl,FBgn0023508,FBgn0023508,CG3573,X,1927524,1922981,1,Oculocerebrorenal syndrome of Lowe,"(0.6,0.65]"
Oct-TyrR,0.721746441630618,wing,Oct-TyrR,Oct-TyrR,FBgn0004514,FBgn0004514,CG7485,3L,22065279,22035003,1,Octopamine-Tyramine receptor,"(0.7,0.75]"
Octalpha2R,0.698411454095874,malpighian.tubule,Octalpha2R,Octalpha2R,FBgn0038653,FBgn0038653,CG18208,3R,18849224,18799280,-1,alpha2-adrenergic-like octopamine receptor,"(0.65,0.7]"
Octbeta1R,0.828293164964028,wing,Octbeta1R,Octbeta1R,FBgn0038980,FBgn0038980,CG6919,3R,22520078,22497215,1,Octopamine beta1 receptor,"(0.8,0.85]"
Octbeta2R,0.522698521303424,leg,Octbeta2R,Octbeta2R,FBgn0038063,FBgn0038063,CG33976,3R,12595725,12550625,-1,Octopamine beta2 receptor,"(0.5,0.55]"
Octbeta3R,0.859841575015831,wing,Octbeta3R,Octbeta3R,FBgn0250910,FBgn0250910,CG42244,3R,12548229,12511570,-1,Octopamine beta3 receptor,"(0.85,0.9]"
Oda,0.339303277510525,malpighian.tubule,Oda,Oda,FBgn0014184,FBgn0014184,CG16747,2R,12174264,12166295,-1,Ornithine decarboxylase antizyme,"(0.3,0.35]"
Odc1,0.896039582239804,fat.body,Odc1,Odc1,FBgn0013307,FBgn0013307,CG8721,2R,8006672,8004824,1,Ornithine decarboxylase 1,"(0.85,0.9]"
Odc2,0.891657583887418,fat.body,Odc2,Odc2,FBgn0013308,FBgn0013308,CG8719,2R,8009062,8007246,1,Ornithine decarboxylase 2,"(0.85,0.9]"
odd,0.937284711224818,male.reproductive.glands,odd,odd,FBgn0002985,FBgn0002985,CG3851,2L,3606756,3604224,-1,odd skipped,"(0.9,0.95]"
