ensembl_id,gene_age,gene_Interval
FBgn0037031,317,310-325
FBgn0031431,202,132-272
FBgn0033960,202,132-272
FBgn0029720,419,358-480
FBgn0262057,291,272-310
FBgn0036969,22,11-34
FBgn0036970,22,11-34
FBgn0033241,291,272-310
FBgn0039073,291,272-310
FBgn0015031,291,272-310
FBgn0036366,950,948-952
FBgn0087011,950,948-952
FBgn0023525,419,358-480
FBgn0029608,419,358-480
FBgn0029863,419,358-480
FBgn0261373,419,358-480
FBgn0035050,419,358-480
FBgn0053988,419,358-480
FBgn0263256,419,358-480
FBgn0033942,419,358-480
FBgn0023550,291,272-310
FBgn0030946,291,272-310
FBgn0015766,291,272-310
FBgn0034950,291,272-310
FBgn0033753,419,358-480
FBgn0033524,419,358-480
FBgn0000017,419,358-480
FBgn0025111,1714,1660-1768
FBgn0039099,291,272-310
FBgn0039098,291,272-310
FBgn0029821,419,358-480
FBgn0031375,950,948-952
FBgn0033633,775,753-797
FBgn0029979,317,310-325
FBgn0003261,317,310-325
FBgn0029880,317,310-325
FBgn0038149,419,358-480
FBgn0037184,419,358-480
FBgn0038751,1064,1023-1105
FBgn0031914,419,358-480
FBgn0053680,419,358-480
FBgn0053230,317,310-325
FBgn0034645,317,310-325
FBgn0086362,317,310-325
FBgn0037007,317,310-325
FBgn0051849,317,310-325
FBgn0029944,886,824-948
FBgn0034567,886,824-948
FBgn0036428,886,824-948
FBgn0039656,35,34-37
FBgn0030222,35,34-37
FBgn0051445,35,34-37
FBgn0263236,317,310-325
FBgn0028935,317,310-325
FBgn0030223,35,34-37
FBgn0046253,317,310-325
FBgn0036186,317,310-325
FBgn0053207,317,310-325
FBgn0036396,202,132-272
FBgn0039731,202,132-272
FBgn0263102,202,132-272
FBgn0031490,202,132-272
FBgn0085396,202,132-272
FBgn0050157,950,948-952
FBgn0052772,672,601-743
FBgn0260760,672,601-743
FBgn0035513,419,358-480
FBgn0025613,419,358-480
FBgn0262160,291,272-310
FBgn0004649,202,132-272
FBgn0031426,419,358-480
FBgn0284250,419,358-480
FBgn0035251,419,358-480
FBgn0034576,419,358-480
FBgn0051278,419,358-480
FBgn0051373,419,358-480
FBgn0264389,987,952-1023
FBgn0051787,987,952-1023
FBgn0031275,886,824-948
FBgn0000575,886,824-948
FBgn0025626,886,824-948
FBgn0025835,341,325-358
FBgn0024897,341,325-358
FBgn0033028,419,358-480
FBgn0039795,419,358-480
FBgn0034921,419,358-480
FBgn0038768,419,358-480
FBgn0031765,886,824-948
FBgn0014906,886,824-948
FBgn0032105,886,824-948
FBgn0004390,317,310-325
FBgn0039156,>4290,>4290
FBgn0037076,987,952-1023
FBgn0025878,341,325-358
FBgn0026396,341,325-358
FBgn0030298,341,325-358
FBgn0026394,341,325-358
FBgn0033422,341,325-358
FBgn0000206,341,325-358
FBgn0037340,341,325-358
FBgn0032816,1488,1480-1496
FBgn0002909,1488,1480-1496
FBgn0085265,1488,1480-1496
FBgn0005695,1488,1480-1496
FBgn0028487,341,325-358
FBgn0034569,341,325-358
FBgn0083986,341,325-358
FBgn0030358,341,325-358
FBgn0265003,341,325-358
FBgn0040232,341,325-358
FBgn0040233,341,325-358
FBgn0250871,341,325-358
FBgn0040715,341,325-358
FBgn0027790,341,325-358
FBgn0031999,291,272-310
FBgn0039270,291,272-310
FBgn0032706,987,952-1023
FBgn0034008,987,952-1023
FBgn0016061,419,358-480
FBgn0033500,987,952-1023
FBgn0040383,419,358-480
FBgn0032090,419,358-480
FBgn0033480,419,358-480
FBgn0040376,419,358-480
FBgn0029864,419,358-480
FBgn0036587,810,797-824
FBgn0052150,419,358-480
FBgn0026190,202,132-272
FBgn0039779,202,132-272
FBgn0039780,91,50-132
FBgn0050008,419,358-480
FBgn0031738,419,358-480
FBgn0029834,291,272-310
FBgn0038815,291,272-310
FBgn0034447,291,272-310
FBgn0262869,291,272-310
FBgn0038912,291,272-310
FBgn0031356,43,37-50
FBgn0085190,672,601-743
FBgn0033893,672,601-743
FBgn0038363,672,601-743
FBgn0025115,672,601-743
FBgn0040524,672,601-743
FBgn0010323,950,948-952
FBgn0000316,950,948-952
FBgn0032339,1488,1480-1496
FBgn0031021,1488,1480-1496
FBgn0040237,1488,1480-1496
FBgn0037988,>4290,>4290
FBgn0261955,>4290,>4290
FBgn0052311,748,743-753
FBgn0015776,950,948-952
FBgn0032946,950,948-952
FBgn0015777,950,948-952
FBgn0037728,950,948-952
FBgn0025629,950,948-952
FBgn0040211,950,948-952
FBgn0262511,950,948-952
FBgn0032595,950,948-952
FBgn0035918,>4290,>4290
FBgn0027334,>4290,>4290
FBgn0033475,>4290,>4290
FBgn0041781,>4290,>4290
FBgn0261641,>4290,>4290
FBgn0024194,>4290,>4290
FBgn0031601,>4290,>4290
FBgn0032873,>4290,>4290
FBgn0061361,>4290,>4290
FBgn0283649,987,952-1023
FBgn0028833,810,797-824
FBgn0263113,810,797-824
FBgn0039757,810,797-824
FBgn0034035,1488,1480-1496
FBgn0003048,1488,1480-1496
FBgn0030087,987,952-1023
FBgn0052112,987,952-1023
FBgn0051760,672,601-743
FBgn0261434,950,948-952
FBgn0038235,950,948-952
FBgn0043456,810,797-824
FBgn0285950,810,797-824
FBgn0051634,987,952-1023
FBgn0036973,1292,1105-1480
FBgn0029992,1292,1105-1480
FBgn0003278,>4290,>4290
FBgn0036975,950,948-952
FBgn0039601,950,948-952
FBgn0037369,950,948-952
FBgn0038307,950,948-952
FBgn0261995,987,952-1023
FBgn0261996,987,952-1023
FBgn0002791,1714,1660-1768
FBgn0036671,1714,1660-1768
FBgn0054031,1714,1660-1768
FBgn0000147,>4290,>4290
FBgn0037232,>4290,>4290
FBgn0031437,>4290,>4290
FBgn0265356,886,824-948
FBgn0025457,>4290,>4290
FBgn0264560,1292,1105-1480
FBgn0052685,1292,1105-1480
FBgn0028838,91,50-132
FBgn0031322,886,824-948
FBgn0033391,1714,1660-1768
FBgn0031703,886,824-948
FBgn0250874,1292,1105-1480
FBgn0032971,91,50-132
FBgn0035124,91,50-132
FBgn0036124,91,50-132
FBgn0028974,987,952-1023
FBgn0028697,987,952-1023
FBgn0035111,>4290,>4290
FBgn0263456,>4290,>4290
FBgn0052677,987,952-1023
FBgn0035674,886,824-948
FBgn0040391,886,824-948
FBgn0037561,1714,1660-1768
FBgn0034727,1714,1660-1768
FBgn0002891,1714,1660-1768
FBgn0003334,987,952-1023
FBgn0001099,987,952-1023
FBgn0039637,1488,1480-1496
FBgn0023519,1488,1480-1496
FBgn0031020,1714,1660-1768
FBgn0031049,1064,1023-1105
FBgn0033691,1064,1023-1105
FBgn0260475,886,824-948
FBgn0033836,886,824-948
FBgn0033755,950,948-952
FBgn0027868,950,948-952
FBgn0023517,987,952-1023
FBgn0026404,341,325-358
FBgn0034657,341,325-358
FBgn0264386,950,948-952
FBgn0034053,950,948-952
FBgn0044510,1292,1105-1480
FBgn0003206,886,824-948
FBgn0030914,>4290,>4290
FBgn0031443,>4290,>4290
FBgn0031442,>4290,>4290
FBgn0032596,>4290,>4290
FBgn0034402,1488,1480-1496
FBgn0283712,987,952-1023
FBgn0037716,987,952-1023
FBgn0027055,1488,1480-1496
FBgn0044419,1488,1480-1496
FBgn0030521,22,11-34
FBgn0086695,22,11-34
FBgn0086346,22,11-34
FBgn0261850,>4290,>4290
FBgn0050269,1488,1480-1496
FBgn0034758,202,132-272
FBgn0040658,1488,1480-1496
FBgn0050273,91,50-132
FBgn0034761,91,50-132
FBgn0030181,1488,1480-1496
FBgn0034572,1488,1480-1496
FBgn0004242,950,948-952
FBgn0035971,202,132-272
FBgn0033192,419,358-480
FBgn0030788,419,358-480
FBgn0037135,419,358-480
FBgn0027084,>4290,>4290
FBgn0026479,22,11-34
FBgn0033089,1488,1480-1496
FBgn0020381,22,11-34
FBgn0027621,22,11-34
FBgn0032891,22,11-34
FBgn0016650,987,952-1023
FBgn0029715,1488,1480-1496
FBgn0032115,1488,1480-1496
FBgn0010339,>4290,>4290
FBgn0037356,>4290,>4290
FBgn0035805,>4290,>4290
FBgn0002622,>4290,>4290
FBgn0031379,>4290,>4290
FBgn0034087,>4290,>4290
FBgn0038115,>4290,>4290
FBgn0040705,>4290,>4290
FBgn0029831,672,601-743
FBgn0030600,672,601-743
FBgn0037912,1292,1105-1480
FBgn0030347,950,948-952
FBgn0030348,950,948-952
FBgn0030327,950,948-952
FBgn0032884,950,948-952
FBgn0039623,1714,1660-1768
FBgn0035945,1064,1023-1105
FBgn0034707,1064,1023-1105
FBgn0032249,419,358-480
FBgn0025373,419,358-480
FBgn0037549,>4290,>4290
FBgn0024963,810,797-824
FBgn0264810,810,797-824
FBgn0029117,1714,1660-1768
FBgn0052174,1714,1660-1768
FBgn0262716,1714,1660-1768
FBgn0032234,1488,1480-1496
FBgn0010611,1488,1480-1496
FBgn0038876,1488,1480-1496
FBgn0031250,987,952-1023
FBgn0030877,950,948-952
FBgn0262801,950,948-952
FBgn0037328,950,948-952
FBgn0266521,950,948-952
FBgn0036082,91,50-132
FBgn0031529,91,50-132
FBgn0260940,91,50-132
FBgn0027525,91,50-132
FBgn0261862,987,952-1023
FBgn0033038,1714,1660-1768
FBgn0023508,1714,1660-1768
FBgn0033017,1714,1660-1768
FBgn0010747,>4290,>4290
FBgn0030056,341,325-358
FBgn0027843,419,358-480
FBgn0035890,1714,1660-1768
FBgn0037279,>4290,>4290
FBgn0013764,>4290,>4290
FBgn0035169,291,272-310
FBgn0027793,886,824-948
FBgn0033845,987,952-1023
FBgn0036460,987,952-1023
FBgn0037044,950,948-952
FBgn0034786,950,948-952
FBgn0027619,950,948-952
FBgn0040338,22,11-34
FBgn0038361,886,824-948
FBgn0030066,886,824-948
FBgn0051950,886,824-948
FBgn0261794,987,952-1023
FBgn0037777,987,952-1023
FBgn0030554,>4290,>4290
FBgn0030239,>4290,>4290
FBgn0035298,>4290,>4290
FBgn0040318,886,824-948
FBgn0066365,672,601-743
FBgn0036277,672,601-743
FBgn0035010,341,325-358
FBgn0035009,341,325-358
FBgn0035008,202,132-272
FBgn0035007,202,132-272
FBgn0035005,91,50-132
FBgn0035000,91,50-132
FBgn0050419,91,50-132
FBgn0034990,202,132-272
FBgn0050095,202,132-272
FBgn0033459,202,132-272
FBgn0033582,317,310-325
FBgn0040764,317,310-325
FBgn0033580,317,310-325
FBgn0033573,317,310-325
FBgn0033056,317,310-325
FBgn0034157,317,310-325
FBgn0259738,317,310-325
FBgn0034154,91,50-132
FBgn0053530,43,37-50
FBgn0015584,43,37-50
FBgn0034153,43,37-50
FBgn0034152,43,37-50
FBgn0034151,43,37-50
FBgn0085487,202,132-272
FBgn0085486,202,132-272
FBgn0034144,202,132-272
FBgn0085235,202,132-272
FBgn0029084,202,132-272
FBgn0034700,202,132-272
FBgn0029147,202,132-272
FBgn0002715,202,132-272
FBgn0243516,202,132-272
FBgn0034693,202,132-272
FBgn0052756,91,50-132
FBgn0029825,91,50-132
FBgn0034047,91,50-132
FBgn0050080,91,50-132
FBgn0261538,91,50-132
FBgn0035867,91,50-132
FBgn0035861,91,50-132
FBgn0035856,91,50-132
FBgn0035859,91,50-132
FBgn0035858,91,50-132
FBgn0040832,91,50-132
FBgn0035857,91,50-132
FBgn0052364,91,50-132
FBgn0024921,91,50-132
FBgn0035694,91,50-132
FBgn0035699,91,50-132
FBgn0040291,202,132-272
FBgn0052319,91,50-132
FBgn0085298,91,50-132
FBgn0053971,202,132-272
FBgn0042112,202,132-272
FBgn0035594,202,132-272
FBgn0040842,202,132-272
FBgn0040843,202,132-272
FBgn0035360,202,132-272
FBgn0035359,202,132-272
FBgn0035986,341,325-358
FBgn0035988,341,325-358
FBgn0085485,341,325-358
FBgn0030900,341,325-358
FBgn0030904,202,132-272
FBgn0053542,202,132-272
FBgn0004956,202,132-272
FBgn0030912,202,132-272
FBgn0052548,202,132-272
FBgn0030921,202,132-272
FBgn0052551,202,132-272
FBgn0052547,91,50-132
FBgn0030927,91,50-132
FBgn0030938,91,50-132
FBgn0030484,91,50-132
FBgn0051679,91,50-132
FBgn0001090,91,50-132
FBgn0030949,419,358-480
FBgn0014342,91,50-132
FBgn0019929,91,50-132
FBgn0030156,91,50-132
FBgn0030157,91,50-132
FBgn0030158,91,50-132
FBgn0030159,91,50-132
FBgn0030160,91,50-132
FBgn0030161,91,50-132
FBgn0030162,291,272-310
FBgn0030164,202,132-272
FBgn0052693,202,132-272
FBgn0031146,202,132-272
FBgn0064123,202,132-272
FBgn0003950,202,132-272
FBgn0083940,202,132-272
FBgn0036330,202,132-272
FBgn0030439,202,132-272
FBgn0030438,202,132-272
FBgn0052642,202,132-272
FBgn0030432,202,132-272
FBgn0030425,419,358-480
FBgn0029799,419,358-480
FBgn0029795,91,50-132
FBgn0030025,91,50-132
FBgn0004050,91,50-132
FBgn0029860,91,50-132
FBgn0029859,91,50-132
FBgn0040904,91,50-132
FBgn0040905,91,50-132
FBgn0029701,91,50-132
FBgn0041252,91,50-132
FBgn0029697,91,50-132
FBgn0029696,91,50-132
FBgn0026874,91,50-132
FBgn0029535,91,50-132
FBgn0052815,91,50-132
FBgn0052055,91,50-132
FBgn0263831,950,948-952
FBgn0013678,950,948-952
FBgn0264743,950,948-952
FBgn0036170,35,34-37
FBgn0083969,35,34-37
FBgn0001624,35,34-37
FBgn0264693,35,34-37
FBgn0030313,35,34-37
FBgn0032251,35,34-37
FBgn0030630,8,6-11
FBgn0053548,202,132-272
FBgn0038470,43,37-50
FBgn0033061,3,0-6
FBgn0052016,22,11-34
FBgn0261929,419,358-480
FBgn0051632,886,824-948
FBgn0050281,202,132-272
FBgn0260479,3,0-6
FBgn0261514,3,0-6
FBgn0037620,22,11-34
FBgn0037618,22,11-34
FBgn0039860,8,6-11
FBgn0037922,202,132-272
FBgn0010359,22,11-34
FBgn0010358,22,11-34
FBgn0031406,341,325-358
FBgn0042187,341,325-358
FBgn0259998,341,325-358
FBgn0010357,22,11-34
FBgn0050025,22,11-34
FBgn0011832,341,325-358
FBgn0003863,341,325-358
FBgn0042186,341,325-358
FBgn0051681,419,358-480
FBgn0050031,22,11-34
FBgn0027080,22,11-34
FBgn0038691,22,11-34
FBgn0035997,22,11-34
FBgn0262534,8,6-11
FBgn0026148,35,34-37
FBgn0035824,22,11-34
FBgn0263740,3,0-6
FBgn0034877,8,6-11
FBgn0036641,8,6-11
FBgn0260862,1292,1105-1480
FBgn0267976,1292,1105-1480
FBgn0259720,1292,1105-1480
FBgn0032303,35,34-37
FBgn0260861,35,34-37
FBgn0263776,419,358-480
FBgn0037036,91,50-132
FBgn0037038,91,50-132
FBgn0031905,3,0-6
FBgn0002842,8,6-11
FBgn0051907,22,11-34
FBgn0030191,22,11-34
FBgn0052376,8,6-11
FBgn0028515,35,34-37
FBgn0014857,8,6-11
FBgn0262685,22,11-34
FBgn0051501,35,34-37
FBgn0038773,91,50-132
FBgn0035231,35,34-37
FBgn0038887,35,34-37
FBgn0038964,3,0-6
FBgn0266579,91,50-132
FBgn0030003,8,6-11
FBgn0259817,91,50-132
FBgn0031410,91,50-132
FBgn0051528,91,50-132
FBgn0263110,1488,1480-1496
FBgn0263048,91,50-132
FBgn0051453,91,50-132
FBgn0035181,202,132-272
FBgn0038892,202,132-272
FBgn0029899,22,11-34
FBgn0034827,91,50-132
FBgn0052845,35,34-37
FBgn0086558,3,0-6
FBgn0053815,35,34-37
FBgn0053812,3,0-6
FBgn0053821,35,34-37
FBgn0053806,8,6-11
FBgn0053803,8,6-11
FBgn0053827,8,6-11
FBgn0053830,3,0-6
FBgn0035767,3,0-6
FBgn0013674,3,0-6
FBgn0013675,3,0-6
FBgn0019662,3,0-6
FBgn0035763,3,0-6
FBgn0013680,3,0-6
FBgn0013679,3,0-6
FBgn0036640,3,0-6
FBgn0267792,35,34-37
FBgn0028543,22,11-34
FBgn0002855,22,11-34
FBgn0260393,202,132-272
FBgn0261553,202,132-272
FBgn0037396,8,6-11
FBgn0260812,8,6-11
FBgn0260011,43,37-50
FBgn0054043,22,11-34
FBgn0052834,35,34-37
FBgn0030777,8,6-11
FBgn0004914,8,6-11
FBgn0085512,8,6-11
FBgn0260871,8,6-11
FBgn0085361,8,6-11
FBgn0265417,8,6-11
FBgn0030994,8,6-11
FBgn0262811,8,6-11
FBgn0260986,91,50-132
FBgn0010294,8,6-11
FBgn0002933,8,6-11
FBgn0010295,8,6-11
FBgn0029700,8,6-11
FBgn0053667,8,6-11
FBgn0053669,8,6-11
FBgn0053665,8,6-11
FBgn0053668,8,6-11
FBgn0053666,8,6-11
FBgn0266490,8,6-11
FBgn0004656,8,6-11
FBgn0262900,8,6-11
FBgn0265725,8,6-11
FBgn0266050,8,6-11
FBgn0265535,8,6-11
FBgn0262686,8,6-11
FBgn0030374,8,6-11
FBgn0267163,8,6-11
FBgn0265610,8,6-11
FBgn0266434,8,6-11
FBgn0264738,8,6-11
FBgn0262487,8,6-11
FBgn0085356,8,6-11
FBgn0003057,8,6-11
FBgn0030937,8,6-11
FBgn0030981,8,6-11
FBgn0030983,8,6-11
FBgn0267043,8,6-11
FBgn0267042,8,6-11
FBgn0267047,8,6-11
FBgn0266647,8,6-11
FBgn0267045,8,6-11
FBgn0267044,8,6-11
FBgn0267046,8,6-11
FBgn0267048,8,6-11
FBgn0264309,8,6-11
FBgn0267050,8,6-11
FBgn0267049,8,6-11
FBgn0040784,8,6-11
FBgn0031104,8,6-11
FBgn0052507,8,6-11
FBgn0031176,8,6-11
FBgn0263080,8,6-11
FBgn0045501,35,34-37
FBgn0051952,35,34-37
FBgn0264341,35,34-37
FBgn0264295,43,37-50
FBgn0031617,8,6-11
FBgn0264342,8,6-11
FBgn0262999,8,6-11
FBgn0264343,8,6-11
FBgn0051909,8,6-11
FBgn0261627,8,6-11
FBgn0051876,8,6-11
FBgn0267254,8,6-11
FBgn0262786,8,6-11
FBgn0266363,8,6-11
FBgn0266364,8,6-11
FBgn0259964,91,50-132
FBgn0264432,91,50-132
FBgn0260955,91,50-132
FBgn0266163,91,50-132
FBgn0264545,43,37-50
FBgn0264544,43,37-50
FBgn0265579,43,37-50
FBgn0267255,43,37-50
FBgn0265669,43,37-50
FBgn0261806,43,37-50
FBgn0053532,8,6-11
FBgn0262140,8,6-11
FBgn0265256,8,6-11
FBgn0265632,8,6-11
FBgn0262988,8,6-11
FBgn0263257,950,948-952
FBgn0259173,950,948-952
FBgn0033110,317,310-325
FBgn0038366,317,310-325
FBgn0031973,592,583-601
FBgn0020908,592,583-601
FBgn0069969,592,583-601
FBgn0002873,592,583-601
FBgn0030997,886,824-948
FBgn0039696,886,824-948
FBgn0029827,91,50-132
FBgn0053127,91,50-132
FBgn0039494,91,50-132
FBgn0039495,202,132-272
FBgn0043806,202,132-272
FBgn0037236,886,824-948
FBgn0024510,886,824-948
FBgn0031716,886,824-948
FBgn0087012,886,824-948
FBgn0003944,886,824-948
FBgn0028864,43,37-50
FBgn0035496,91,50-132
FBgn0058160,91,50-132
FBgn0028517,3,0-6
FBgn0032638,91,50-132
FBgn0031470,22,11-34
FBgn0031471,91,50-132
FBgn0051827,3,0-6
FBgn0051780,43,37-50
FBgn0032639,91,50-132
FBgn0031389,35,34-37
FBgn0028514,43,37-50
FBgn0037705,43,37-50
FBgn0052405,43,37-50
FBgn0035719,43,37-50
FBgn0032289,419,358-480
FBgn0031216,317,310-325
FBgn0019686,317,310-325
FBgn0261353,317,310-325
FBgn0030798,317,310-325
FBgn0034315,317,310-325
FBgn0034314,317,310-325
FBgn0037749,317,310-325
FBgn0028895,987,952-1023
FBgn0005696,987,952-1023
FBgn0051109,987,952-1023
FBgn0039068,987,952-1023
FBgn0053474,987,952-1023
FBgn0039007,987,952-1023
FBgn0036715,950,948-952
FBgn0028572,950,948-952
FBgn0051638,950,948-952
FBgn0035772,950,948-952
FBgn0015600,950,948-952
FBgn0027515,775,753-797
FBgn0050381,775,753-797
FBgn0024973,775,753-797
FBgn0030394,202,132-272
FBgn0265082,202,132-272
FBgn0036659,202,132-272
FBgn0001253,202,132-272
FBgn0025820,202,132-272
FBgn0034513,91,50-132
FBgn0035870,419,358-480
FBgn0035755,419,358-480
FBgn0052808,556,530-583
FBgn0036143,987,952-1023
FBgn0024250,987,952-1023
FBgn0035669,317,310-325
FBgn0037144,950,948-952
FBgn0037140,950,948-952
FBgn0265186,672,601-743
FBgn0035168,672,601-743
FBgn0265192,672,601-743
FBgn0028569,91,50-132
FBgn0050069,419,358-480
FBgn0036851,419,358-480
FBgn0003742,419,358-480
FBgn0026144,419,358-480
FBgn0033446,419,358-480
FBgn0015663,419,358-480
FBgn0010317,1488,1480-1496
FBgn0029573,1488,1480-1496
FBgn0040359,1488,1480-1496
FBgn0039424,291,272-310
FBgn0036142,1714,1660-1768
FBgn0031174,1064,1023-1105
FBgn0051108,987,952-1023
FBgn0037447,987,952-1023
FBgn0031913,419,358-480
FBgn0033086,419,358-480
FBgn0034408,672,601-743
FBgn0027111,419,358-480
FBgn0029002,419,358-480
FBgn0036493,748,743-753
FBgn0031514,419,358-480
FBgn0039633,419,358-480
FBgn0030598,419,358-480
FBgn0037570,419,358-480
FBgn0053257,419,358-480
FBgn0026369,419,358-480
FBgn0261611,419,358-480
FBgn0036184,419,358-480
FBgn0261090,950,948-952
FBgn0037659,950,948-952
FBgn0034733,950,948-952
FBgn0035217,202,132-272
FBgn0029996,1714,1660-1768
FBgn0035445,886,824-948
FBgn0036196,886,824-948
FBgn0040207,886,824-948
FBgn0032168,810,797-824
FBgn0037980,810,797-824
FBgn0027836,1488,1480-1496
FBgn0031132,1064,1023-1105
FBgn0034971,1064,1023-1105
FBgn0013726,1292,1105-1480
FBgn0265191,1292,1105-1480
FBgn0004889,1292,1105-1480
FBgn0262018,748,743-753
FBgn0001202,1064,1023-1105
FBgn0000422,950,948-952
FBgn0001186,1292,1105-1480
FBgn0042711,202,132-272
FBgn0042710,202,132-272
FBgn0001187,202,132-272
FBgn0036882,1488,1480-1496
FBgn0001108,1488,1480-1496
FBgn0038660,886,824-948
FBgn0037332,886,824-948
FBgn0034073,1714,1660-1768
FBgn0040297,987,952-1023
FBgn0053851,8,6-11
FBgn0051613,8,6-11
FBgn0024846,886,824-948
FBgn0035720,>4290,>4290
FBgn0035199,810,797-824
FBgn0037238,810,797-824
FBgn0265767,950,948-952
FBgn0040031,202,132-272
FBgn0039941,950,948-952
FBgn0033315,886,824-948
FBgn0010213,886,824-948
FBgn0030685,886,824-948
FBgn0031850,886,824-948
FBgn0039698,1714,1660-1768
FBgn0260990,1714,1660-1768
FBgn0036118,1714,1660-1768
FBgn0260971,987,952-1023
FBgn0036415,1488,1480-1496
FBgn0030099,1292,1105-1480
FBgn0031078,1292,1105-1480
FBgn0266429,810,797-824
FBgn0039595,810,797-824
FBgn0000036,810,797-824
FBgn0002787,>4290,>4290
FBgn0035831,>4290,>4290
FBgn0037433,341,325-358
FBgn0037432,22,11-34
FBgn0011294,22,11-34
FBgn0085440,886,824-948
FBgn0031883,>4290,>4290
FBgn0040228,>4290,>4290
FBgn0021967,>4290,>4290
FBgn0024364,>4290,>4290
FBgn0011648,748,743-753
FBgn0036030,>4290,>4290
FBgn0051244,91,50-132
FBgn0032205,1292,1105-1480
FBgn0030305,1064,1023-1105
FBgn0010421,1064,1023-1105
FBgn0029661,1292,1105-1480
FBgn0030015,91,50-132
FBgn0037242,1292,1105-1480
FBgn0039498,1292,1105-1480
FBgn0001247,1714,1660-1768
FBgn0058045,1488,1480-1496
FBgn0267383,91,50-132
FBgn0086129,91,50-132
FBgn0053057,91,50-132
FBgn0036919,91,50-132
FBgn0000053,91,50-132
FBgn0038045,91,50-132
FBgn0033891,91,50-132
FBgn0033467,91,50-132
FBgn0051957,91,50-132
FBgn0003328,950,948-952
FBgn0034005,950,948-952
FBgn0034880,950,948-952
FBgn0030778,950,948-952
FBgn0026192,950,948-952
FBgn0024294,748,743-753
FBgn0028983,748,743-753
FBgn0024293,748,743-753
FBgn0033574,748,743-753
FBgn0002930,748,743-753
FBgn0052203,672,601-743
FBgn0032178,748,743-753
FBgn0033113,748,743-753
FBgn0265137,748,743-753
FBgn0028941,748,743-753
FBgn0029642,91,50-132
FBgn0011293,291,272-310
FBgn0031613,291,272-310
FBgn0002036,202,132-272
FBgn0053843,91,50-132
FBgn0053837,91,50-132
FBgn0053849,91,50-132
FBgn0053846,91,50-132
FBgn0053822,91,50-132
FBgn0053819,91,50-132
FBgn0053831,91,50-132
FBgn0053828,91,50-132
FBgn0053807,91,50-132
FBgn0053840,91,50-132
FBgn0053825,91,50-132
FBgn0053810,91,50-132
FBgn0053834,91,50-132
FBgn0053804,91,50-132
FBgn0051617,91,50-132
FBgn0053813,91,50-132
FBgn0053801,91,50-132
FBgn0053816,91,50-132
FBgn0053887,43,37-50
FBgn0085391,43,37-50
FBgn0032312,43,37-50
FBgn0032313,43,37-50
FBgn0032314,91,50-132
FBgn0032315,91,50-132
FBgn0032318,91,50-132
FBgn0050048,202,132-272
FBgn0085188,202,132-272
FBgn0053302,43,37-50
FBgn0032176,43,37-50
FBgn0032175,43,37-50
FBgn0032171,43,37-50
FBgn0051713,43,37-50
FBgn0259713,317,310-325
FBgn0032150,317,310-325
FBgn0032140,317,310-325
FBgn0032139,317,310-325
FBgn0051710,317,310-325
FBgn0053299,291,272-310
FBgn0032130,291,272-310
FBgn0032127,291,272-310
FBgn0032126,291,272-310
FBgn0032124,291,272-310
FBgn0032741,950,948-952
FBgn0031900,950,948-952
FBgn0013323,950,948-952
FBgn0035725,950,948-952
FBgn0031258,950,948-952
FBgn0031253,950,948-952
FBgn0011244,91,50-132
FBgn0051921,91,50-132
FBgn0051797,91,50-132
FBgn0052588,202,132-272
FBgn0053252,202,132-272
FBgn0029657,202,132-272
FBgn0030599,202,132-272
FBgn0031929,317,310-325
FBgn0031930,317,310-325
FBgn0031937,202,132-272
FBgn0031935,202,132-272
FBgn0031936,202,132-272
FBgn0053296,202,132-272
FBgn0052152,202,132-272
FBgn0031939,202,132-272
FBgn0014454,91,50-132
FBgn0031940,91,50-132
FBgn0031942,91,50-132
FBgn0031945,91,50-132
FBgn0031946,91,50-132
FBgn0031951,91,50-132
FBgn0020376,291,272-310
FBgn0014033,291,272-310
FBgn0031547,291,272-310
FBgn0020377,291,272-310
FBgn0031580,291,272-310
FBgn0031579,291,272-310
FBgn0085205,291,272-310
FBgn0053120,291,272-310
FBgn0086681,91,50-132
FBgn0032364,91,50-132
FBgn0028490,202,132-272
FBgn0051706,202,132-272
FBgn0085191,202,132-272
FBgn0032369,202,132-272
FBgn0032370,202,132-272
FBgn0032371,202,132-272
FBgn0032376,1488,1480-1496
FBgn0031683,1488,1480-1496
FBgn0265264,43,37-50
FBgn0266492,8,6-11
FBgn0266491,8,6-11
FBgn0032600,8,6-11
FBgn0062978,8,6-11
FBgn0032434,8,6-11
FBgn0034323,202,132-272
FBgn0034322,202,132-272
FBgn0039196,419,358-480
FBgn0039195,419,358-480
FBgn0039198,419,358-480
FBgn0039200,419,358-480
FBgn0051233,950,948-952
FBgn0051343,950,948-952
FBgn0051198,291,272-310
FBgn0087040,419,358-480
FBgn0036474,91,50-132
FBgn0031307,987,952-1023
FBgn0028740,987,952-1023
FBgn0037606,1714,1660-1768
FBgn0015371,1714,1660-1768
FBgn0015621,987,952-1023
FBgn0051410,419,358-480
FBgn0037782,419,358-480
FBgn0037783,419,358-480
FBgn0038142,43,37-50
FBgn0041105,419,358-480
FBgn0036962,419,358-480
FBgn0038767,317,310-325
FBgn0030659,317,310-325
FBgn0038766,317,310-325
FBgn0037921,3,0-6
FBgn0038765,317,310-325
FBgn0023515,1488,1480-1496
FBgn0260866,886,824-948
FBgn0003175,886,824-948
FBgn0038632,419,358-480
FBgn0032233,341,325-358
