ensembl_gene_id,rnorvegicus_homolog_ensembl_gene,rnorvegicus_homolog_dn,rnorvegicus_homolog_ds,rnorvegicus_homolog_orthology_type,rnorvegicus_homolog_orthology_confidence
ENSMUSG00000057667,ENSRNOG00000017463,0.026,0.3793,ortholog_one2one,1
ENSMUSG00000071477,ENSRNOG00000033639,0.014,0.2114,ortholog_one2one,1
ENSMUSG00000015747,ENSRNOG00000021173,0.0042,0.1556,ortholog_one2one,1
ENSMUSG00000029413,ENSRNOG00000002273,0.0562,0.1913,ortholog_one2one,1
ENSMUSG00000014763,ENSRNOG00000058790,0.0353,0.2315,ortholog_one2one,1
ENSMUSG00000037788,ENSRNOG00000006646,0.0083,0.1578,ortholog_one2one,1
ENSMUSG00000026174,ENSRNOG00000016034,0,0,ortholog_one2one,1
ENSMUSG00000052955,ENSRNOG00000009172,0.0682,0.1839,ortholog_one2one,1
ENSMUSG00000029491,ENSRNOG00000000065,0.0066,0.1769,ortholog_one2one,1
ENSMUSG00000031189,ENSRNOG00000052572,0.0234,0.1133,ortholog_one2one,1
ENSMUSG00000039546,ENSRNOG00000050137,0.027,0.2213,ortholog_one2one,1
ENSMUSG00000021302,ENSRNOG00000016767,0.0079,0.1941,ortholog_one2one,1
ENSMUSG00000020790,ENSRNOG00000016212,0.0092,0.1223,ortholog_one2one,1
ENSMUSG00000090594,ENSRNOG00000039141,0.41,0.7752,ortholog_many2many,0
ENSMUSG00000002910,ENSRNOG00000019009,0.0966,0.2848,ortholog_one2one,0
ENSMUSG00000062190,ENSRNOG00000006810,0.0194,0.1835,ortholog_one2one,1
ENSMUSG00000037815,ENSRNOG00000005796,0.0041,0.2623,ortholog_one2one,1
ENSMUSG00000060245,ENSRNOG00000061043,0.0568,0.2891,ortholog_one2one,1
ENSMUSG00000001054,ENSRNOG00000047719,0.0023,0.2365,ortholog_one2many,1
ENSMUSG00000001054,ENSRNOG00000047396,0.0023,0.2365,ortholog_one2many,1
ENSMUSG00000030374,ENSRNOG00000016145,0.0069,0.1122,ortholog_one2one,1
ENSMUSG00000117148,ENSRNOG00000051757,0.0787,0.2014,ortholog_one2one,1
ENSMUSG00000027375,ENSRNOG00000015445,0.0501,0.1513,ortholog_one2one,1
ENSMUSG00000021999,ENSRNOG00000010935,0.0268,0.229,ortholog_one2one,1
ENSMUSG00000045417,ENSRNOG00000054409,0.1198,0.1578,ortholog_one2one,0
ENSMUSG00000041491,ENSRNOG00000014041,0.0662,0.2289,ortholog_one2one,1
ENSMUSG00000067594,ENSRNOG00000036865,0.0699,0.3222,ortholog_one2one,1
ENSMUSG00000062760,ENSRNOG00000052725,0.0045,0.1701,ortholog_one2one,1
ENSMUSG00000025875,ENSRNOG00000018122,0.0131,0.2251,ortholog_one2one,1
ENSMUSG00000029843,ENSRNOG00000011184,0.0124,0.2678,ortholog_one2one,1
ENSMUSG00000001056,ENSRNOG00000004247,0.042,0.2376,ortholog_one2many,0
ENSMUSG00000001056,ENSRNOG00000049622,0.021,0.1965,ortholog_one2many,1
ENSMUSG00000062165,ENSRNOG00000060271,0.0579,0.1402,ortholog_one2many,0
ENSMUSG00000062165,ENSRNOG00000056833,0.0579,0.1402,ortholog_one2many,0
ENSMUSG00000063529,ENSRNOG00000031595,0.0318,0.138,ortholog_one2one,1
ENSMUSG00000034871,ENSRNOG00000007799,0.0571,0.1706,ortholog_one2one,1
ENSMUSG00000020592,ENSRNOG00000059947,0.0599,0.2107,ortholog_one2one,1
ENSMUSG00000050933,ENSRNOG00000047498,0.1726,0.201,ortholog_one2many,0
ENSMUSG00000050933,ENSRNOG00000052260,0.1735,0.2195,ortholog_one2many,0
ENSMUSG00000050933,ENSRNOG00000055538,0.1872,0.2796,ortholog_one2many,0
ENSMUSG00000050052,ENSRNOG00000027245,0.0533,0.2365,ortholog_one2one,1
ENSMUSG00000029683,ENSRNOG00000049639,0.024,0.1738,ortholog_one2many,1
ENSMUSG00000029683,ENSRNOG00000045831,0.0165,0.1547,ortholog_one2many,1
ENSMUSG00000031493,ENSRNOG00000023931,0.0168,0.1312,ortholog_one2one,1
ENSMUSG00000020573,ENSRNOG00000009385,0.0078,0.2325,ortholog_one2one,1
ENSMUSG00000032246,ENSRNOG00000038202,0.0122,0.2016,ortholog_one2one,1
ENSMUSG00000042671,ENSRNOG00000002369,0.0217,0.2232,ortholog_one2one,0
ENSMUSG00000020375,ENSRNOG00000003536,0.0201,0.1402,ortholog_one2one,1
ENSMUSG00000030058,ENSRNOG00000010474,0.0238,0.2629,ortholog_one2one,1
ENSMUSG00000032582,ENSRNOG00000018333,0.0202,0.1503,ortholog_one2one,1
ENSMUSG00000095595,ENSRNOG00000046391,0.0337,0.2964,ortholog_one2many,1
ENSMUSG00000044167,ENSRNOG00000013397,0.0085,0.162,ortholog_one2one,1
ENSMUSG00000057551,ENSRNOG00000006684,0.0402,0.1716,ortholog_one2one,1
ENSMUSG00000037610,ENSRNOG00000010094,0.0039,0.1154,ortholog_one2one,1
ENSMUSG00000037239,ENSRNOG00000051915,0.1194,0.2288,ortholog_one2one,1
ENSMUSG00000025189,ENSRNOG00000016302,0.0067,0.2344,ortholog_one2one,0
ENSMUSG00000041014,ENSRNOG00000033894,0.0239,0.1321,ortholog_one2one,0
ENSMUSG00000046748,ENSRNOG00000051418,0.2211,0.2125,ortholog_one2one,0
ENSMUSG00000071862,ENSRNOG00000047085,0.0037,0.0794,ortholog_one2one,1
ENSMUSG00000040511,ENSRNOG00000019202,0.2469,0.2995,ortholog_one2one,0
ENSMUSG00000030595,ENSRNOG00000020063,0.0306,0.1906,ortholog_one2one,1
ENSMUSG00000003872,ENSRNOG00000020746,0.0023,0.1361,ortholog_one2one,1
ENSMUSG00000047371,ENSRNOG00000029490,0.0172,0.1542,ortholog_one2one,1
ENSMUSG00000044626,ENSRNOG00000047894,0.1696,0.4543,ortholog_one2one,0
ENSMUSG00000003644,ENSRNOG00000042411,0.0079,0.1959,ortholog_one2one,1
ENSMUSG00000095936,ENSRNOG00000028214,0.2491,0.3877,ortholog_one2many,0
ENSMUSG00000032850,ENSRNOG00000001124,0.008,0.213,ortholog_one2one,1
ENSMUSG00000026309,ENSRNOG00000020115,0.0098,0.1338,ortholog_one2one,1
ENSMUSG00000055745,ENSRNOG00000021671,0.0156,0.2195,ortholog_one2one,1
ENSMUSG00000026566,ENSRNOG00000003248,0.0071,0.1287,ortholog_one2one,1
ENSMUSG00000028944,ENSRNOG00000009085,0.0059,0.1582,ortholog_one2one,1
ENSMUSG00000028936,ENSRNOG00000011104,0,0,ortholog_one2one,1
ENSMUSG00000037287,ENSRNOG00000032364,0.0067,0.2081,ortholog_one2one,1
ENSMUSG00000021743,ENSRNOG00000009206,0.0038,0.0923,ortholog_one2one,1
ENSMUSG00000032245,ENSRNOG00000007164,0.0281,0.2832,ortholog_one2one,1
ENSMUSG00000042371,ENSRNOG00000002616,0.0623,0.2446,ortholog_one2one,1
ENSMUSG00000017344,ENSRNOG00000010031,0.0657,0.2459,ortholog_one2one,1
ENSMUSG00000003863,ENSRNOG00000020731,0.0031,0.1852,ortholog_one2one,1
ENSMUSG00000071719,ENSRNOG00000038066,0.0096,0.0797,ortholog_one2one,1
ENSMUSG00000066512,ENSRNOG00000048630,0.1874,0.3632,ortholog_many2many,0
ENSMUSG00000066512,ENSRNOG00000046670,0.1968,0.3895,ortholog_many2many,0
ENSMUSG00000066512,ENSRNOG00000054979,0.2088,0.3634,ortholog_many2many,0
ENSMUSG00000066512,ENSRNOG00000055072,0.2501,0.4521,ortholog_many2many,0
ENSMUSG00000066512,ENSRNOG00000033414,0.2009,0.3457,ortholog_many2many,0
ENSMUSG00000066512,ENSRNOG00000029237,0.2398,0.3524,ortholog_many2many,0
ENSMUSG00000066512,ENSRNOG00000032857,0.301,0.3997,ortholog_many2many,0
ENSMUSG00000066512,ENSRNOG00000046297,0.1968,0.3895,ortholog_many2many,0
ENSMUSG00000066512,ENSRNOG00000047662,0.2177,0.3609,ortholog_many2many,0
ENSMUSG00000066512,ENSRNOG00000049279,0.1807,0.402,ortholog_many2many,0
ENSMUSG00000066512,ENSRNOG00000048901,0.1832,0.4011,ortholog_many2many,0
ENSMUSG00000031445,ENSRNOG00000019700,0.0841,0.2942,ortholog_one2one,1
ENSMUSG00000047420,ENSRNOG00000011750,0.0334,0.1713,ortholog_one2one,1
ENSMUSG00000015149,ENSRNOG00000020102,0.015,0.1578,ortholog_one2one,1
ENSMUSG00000040044,ENSRNOG00000008314,0.053,0.1655,ortholog_one2one,1
ENSMUSG00000015087,ENSRNOG00000016795,0.0261,0.1791,ortholog_one2one,1
ENSMUSG00000033520,ENSRNOG00000045919,0.0597,0.2523,ortholog_one2many,0
ENSMUSG00000063903,ENSRNOG00000048630,0.2049,0.3321,ortholog_many2many,0
ENSMUSG00000063903,ENSRNOG00000046670,0.2164,0.3766,ortholog_many2many,0
ENSMUSG00000063903,ENSRNOG00000054979,0.2292,0.4053,ortholog_many2many,0
ENSMUSG00000063903,ENSRNOG00000055072,0.2648,0.4348,ortholog_many2many,0
ENSMUSG00000063903,ENSRNOG00000033414,0.2194,0.3546,ortholog_many2many,0
ENSMUSG00000063903,ENSRNOG00000029237,0.2507,0.3288,ortholog_many2many,0
ENSMUSG00000063903,ENSRNOG00000032857,0.3167,0.3882,ortholog_many2many,0
ENSMUSG00000063903,ENSRNOG00000046297,0.2164,0.3766,ortholog_many2many,0
ENSMUSG00000063903,ENSRNOG00000047662,0.2303,0.359,ortholog_many2many,0
ENSMUSG00000063903,ENSRNOG00000049279,0.1931,0.3622,ortholog_many2many,0
ENSMUSG00000063903,ENSRNOG00000048901,0.1957,0.3613,ortholog_many2many,0
ENSMUSG00000054422,ENSRNOG00000006675,0.0295,0.1747,ortholog_one2one,1
ENSMUSG00000099900,ENSRNOG00000023314,0.3254,0.3605,ortholog_one2many,0
ENSMUSG00000094103,ENSRNOG00000046391,0.0337,0.2964,ortholog_one2many,1
ENSMUSG00000032640,ENSRNOG00000012698,0.0089,0.2853,ortholog_one2one,1
ENSMUSG00000050855,ENSRNOG00000056062,0.0974,0.3024,ortholog_one2many,0
ENSMUSG00000050855,ENSRNOG00000051494,0.0974,0.3024,ortholog_one2many,0
ENSMUSG00000001173,ENSRNOG00000003875,0.0249,0.1317,ortholog_one2one,1
ENSMUSG00000022366,ENSRNOG00000004958,0.12,0.1614,ortholog_one2one,0
ENSMUSG00000024312,ENSRNOG00000031171,0.0303,0.2066,ortholog_one2one,1
ENSMUSG00000079108,ENSRNOG00000032776,0.0045,0.2148,ortholog_one2many,1
ENSMUSG00000041453,ENSRNOG00000033855,0.0058,0.211,ortholog_one2one,0
ENSMUSG00000079020,ENSRNOG00000007818,0.0131,0.1648,ortholog_one2one,1
ENSMUSG00000079083,ENSRNOG00000047133,0.0119,0.1165,ortholog_one2one,1
ENSMUSG00000031924,ENSRNOG00000011142,0.038,0.1974,ortholog_one2one,1
ENSMUSG00000035651,ENSRNOG00000038396,0.1446,0.258,ortholog_one2one,0
ENSMUSG00000053950,ENSRNOG00000053370,0.0297,0.2303,ortholog_one2one,1
ENSMUSG00000070828,ENSRNOG00000028214,0.2472,0.3606,ortholog_one2many,0
ENSMUSG00000021904,ENSRNOG00000018952,0.0232,0.2219,ortholog_one2one,1
ENSMUSG00000112449,ENSRNOG00000032776,9e-04,0.2164,ortholog_one2many,1
ENSMUSG00000032537,ENSRNOG00000007865,9e-04,0.1512,ortholog_one2one,1
ENSMUSG00000047686,ENSRNOG00000002429,0.0618,0.095,ortholog_one2one,1
ENSMUSG00000042377,ENSRNOG00000027924,0.022,0.1357,ortholog_one2one,1
ENSMUSG00000094595,ENSRNOG00000015004,0.0453,0.2135,ortholog_one2one,1
ENSMUSG00000078773,ENSRNOG00000039949,0.0793,0.279,ortholog_one2one,1
ENSMUSG00000062082,ENSRNOG00000002046,0.1862,0.1999,ortholog_many2many,0
ENSMUSG00000062082,ENSRNOG00000039048,0.3101,0.4096,ortholog_many2many,0
ENSMUSG00000004837,ENSRNOG00000002599,0.0104,0.2621,ortholog_one2one,1
ENSMUSG00000029148,ENSRNOG00000050570,0.0044,0.1233,ortholog_one2one,1
ENSMUSG00000038542,ENSRNOG00000025222,0.005,0.182,ortholog_one2one,1
ENSMUSG00000047613,ENSRNOG00000025034,0.0913,0.2047,ortholog_one2one,1
ENSMUSG00000047443,ENSRNOG00000024688,0.0378,0.1858,ortholog_one2one,1
ENSMUSG00000020677,ENSRNOG00000002612,0.0305,0.2009,ortholog_one2one,1
ENSMUSG00000038717,ENSRNOG00000028884,0.0517,0.1066,ortholog_one2many,1
ENSMUSG00000032274,ENSRNOG00000000196,0.0333,0.2353,ortholog_one2one,1
ENSMUSG00000026126,ENSRNOG00000013415,0.0418,0.1958,ortholog_one2one,1
ENSMUSG00000008193,ENSRNOG00000019660,0.0348,0.1191,ortholog_one2one,1
ENSMUSG00000043518,ENSRNOG00000006670,0.0214,0.1282,ortholog_one2one,1
ENSMUSG00000001103,ENSRNOG00000009979,0.0379,0.0722,ortholog_one2one,1
ENSMUSG00000026182,ENSRNOG00000017611,0.0166,0.0762,ortholog_one2one,1
ENSMUSG00000024992,ENSRNOG00000016593,0.0281,0.1714,ortholog_one2one,1
ENSMUSG00000027377,ENSRNOG00000015599,0.0429,0.1762,ortholog_one2one,1
ENSMUSG00000024570,ENSRNOG00000055647,0.0897,0.2919,ortholog_one2one,1
ENSMUSG00000016496,ENSRNOG00000016112,0.0826,0.338,ortholog_one2one,1
ENSMUSG00000044636,ENSRNOG00000019653,0.0128,0.2966,ortholog_one2one,1
ENSMUSG00000022463,ENSRNOG00000007400,0.0155,0.2151,ortholog_one2one,1
ENSMUSG00000059493,ENSRNOG00000030759,0.0177,0.1097,ortholog_one2one,1
ENSMUSG00000032485,ENSRNOG00000020853,0.0119,0.1832,ortholog_one2one,1
ENSMUSG00000047534,ENSRNOG00000023093,0.1155,0.1585,ortholog_one2one,0
ENSMUSG00000081362,ENSRNOG00000030466,0.1103,0.25,ortholog_one2one,1
ENSMUSG00000067370,ENSRNOG00000000471,0.0378,0.1993,ortholog_one2one,1
ENSMUSG00000029189,ENSRNOG00000004932,0.0203,0.1545,ortholog_one2one,1
ENSMUSG00000050840,ENSRNOG00000014556,0.008,0.1851,ortholog_one2one,1
ENSMUSG00000026939,ENSRNOG00000028254,0.0619,0.094,ortholog_one2one,1
ENSMUSG00000046438,ENSRNOG00000023314,0.2982,0.44,ortholog_one2many,0
ENSMUSG00000051232,ENSRNOG00000009896,0.0142,0.0905,ortholog_one2one,1
ENSMUSG00000079679,ENSRNOG00000024709,0.0849,0.226,ortholog_one2one,1
ENSMUSG00000042554,ENSRNOG00000025862,0.1591,0.1832,ortholog_one2one,0
ENSMUSG00000019923,ENSRNOG00000048682,0.0461,0.3761,ortholog_one2one,1
ENSMUSG00000072595,ENSRNOG00000027431,0.6213,0.8741,ortholog_many2many,0
ENSMUSG00000072595,ENSRNOG00000046536,0.6064,0.8773,ortholog_many2many,0
ENSMUSG00000072595,ENSRNOG00000046498,0.2813,0.6159,ortholog_many2many,0
ENSMUSG00000072595,ENSRNOG00000047581,0.5447,0.7328,ortholog_many2many,0
ENSMUSG00000072595,ENSRNOG00000049503,0.4937,0.7033,ortholog_many2many,0
ENSMUSG00000072595,ENSRNOG00000046132,0.5759,0.9101,ortholog_many2many,0
ENSMUSG00000072595,ENSRNOG00000046576,0.4937,0.7033,ortholog_many2many,0
ENSMUSG00000072595,ENSRNOG00000047075,0.657,0.9057,ortholog_many2many,0
ENSMUSG00000072595,ENSRNOG00000047912,0.6213,0.8741,ortholog_many2many,0
ENSMUSG00000072595,ENSRNOG00000029659,0.4819,0.8417,ortholog_many2many,0
ENSMUSG00000072595,ENSRNOG00000045737,0.4937,0.7033,ortholog_many2many,0
ENSMUSG00000072595,ENSRNOG00000033341,0.4874,0.6822,ortholog_many2many,0
ENSMUSG00000072595,ENSRNOG00000048686,0.574,0.6885,ortholog_many2many,0
ENSMUSG00000060275,ENSRNOG00000019093,0.0074,0.1856,ortholog_one2one,1
ENSMUSG00000096697,ENSRNOG00000056045,0.5052,0.3668,ortholog_one2one,0
ENSMUSG00000038132,ENSRNOG00000046547,0.0063,0.2764,ortholog_one2one,1
ENSMUSG00000015133,ENSRNOG00000012730,0.0202,0.2318,ortholog_one2one,1
ENSMUSG00000094543,ENSRNOG00000039141,0.3946,0.8938,ortholog_many2many,0
ENSMUSG00000048920,ENSRNOG00000016055,0.0092,0.2683,ortholog_one2one,1
ENSMUSG00000037262,ENSRNOG00000026690,0.0129,0.228,ortholog_one2one,1
ENSMUSG00000062077,ENSRNOG00000006146,0.014,0.2648,ortholog_one2one,1
ENSMUSG00000029641,ENSRNOG00000000956,0.1062,0.2991,ortholog_one2one,0
ENSMUSG00000029684,ENSRNOG00000006975,0.0028,0.1164,ortholog_one2one,1
ENSMUSG00000030894,ENSRNOG00000019212,0.0264,0.1215,ortholog_one2one,1
ENSMUSG00000061489,ENSRNOG00000031903,0.0692,0.2125,ortholog_one2many,1
ENSMUSG00000002825,ENSRNOG00000007158,0.0205,0.1808,ortholog_one2one,1
ENSMUSG00000032999,ENSRNOG00000059733,0.1047,0.1827,ortholog_one2one,0
ENSMUSG00000026940,ENSRNOG00000017044,0.0422,0.2217,ortholog_one2one,1
ENSMUSG00000043991,ENSRNOG00000019062,0.0014,0.0726,ortholog_one2one,1
ENSMUSG00000022751,ENSRNOG00000027797,0.0235,0.1459,ortholog_one2one,1
ENSMUSG00000027247,ENSRNOG00000016610,0.0188,0.2192,ortholog_one2one,1
ENSMUSG00000110185,ENSRNOG00000049067,0.0264,0,ortholog_one2one,1
ENSMUSG00000027007,ENSRNOG00000005865,0.0355,0.2126,ortholog_one2one,1
ENSMUSG00000092511,ENSRNOG00000051158,0.0602,0.2652,ortholog_many2many,0
ENSMUSG00000092511,ENSRNOG00000000419,0.1335,0.3843,ortholog_many2many,0
ENSMUSG00000026938,ENSRNOG00000017063,0.0663,0.1507,ortholog_one2one,1
ENSMUSG00000007564,ENSRNOG00000011282,0,0,ortholog_one2one,1
ENSMUSG00000090176,ENSRNOG00000002046,0.1387,0.2044,ortholog_many2many,0
ENSMUSG00000090176,ENSRNOG00000039048,0.2905,0.3893,ortholog_many2many,0
ENSMUSG00000030110,ENSRNOG00000014751,0.0313,0.2249,ortholog_one2one,1
ENSMUSG00000036545,ENSRNOG00000061484,0.0134,0.2102,ortholog_one2one,1
ENSMUSG00000046096,ENSRNOG00000061899,0,0,ortholog_one2one,0
ENSMUSG00000029524,ENSRNOG00000001151,0.0306,0.2567,ortholog_one2one,1
ENSMUSG00000042523,ENSRNOG00000042333,0.017,0.1845,ortholog_one2one,1
ENSMUSG00000036106,ENSRNOG00000012475,0.012,0.2199,ortholog_one2one,1
ENSMUSG00000039456,ENSRNOG00000026236,0.0494,0.2213,ortholog_one2one,1
ENSMUSG00000072722,ENSRNOG00000030948,0.141,0.3769,ortholog_one2one,0
ENSMUSG00000014769,ENSRNOG00000001488,0.0119,0.1681,ortholog_one2one,1
ENSMUSG00000039145,ENSRNOG00000017882,0,0,ortholog_one2one,1
ENSMUSG00000020475,ENSRNOG00000013532,0.0124,0.1919,ortholog_one2one,1
ENSMUSG00000035936,ENSRNOG00000023538,0.0234,0.2139,ortholog_one2one,1
ENSMUSG00000057130,ENSRNOG00000052004,0,0,ortholog_one2one,1
ENSMUSG00000031266,ENSRNOG00000011513,0.0308,0.19,ortholog_one2one,1
ENSMUSG00000032186,ENSRNOG00000010447,0.0053,0.162,ortholog_one2one,1
ENSMUSG00000022752,ENSRNOG00000001640,0.0069,0.1423,ortholog_one2one,1
ENSMUSG00000021373,ENSRNOG00000043350,0.0314,0.2513,ortholog_one2one,1
ENSMUSG00000024371,ENSRNOG00000051235,0.078,0.2711,ortholog_one2one,1
ENSMUSG00000042918,ENSRNOG00000024580,0.029,0.0968,ortholog_one2one,1
ENSMUSG00000025993,ENSRNOG00000049995,0.025,0.1757,ortholog_one2many,0
ENSMUSG00000025993,ENSRNOG00000003872,0.0203,0.1553,ortholog_one2many,1
ENSMUSG00000001053,ENSRNOG00000045965,0.0149,0.1852,ortholog_one2many,1
ENSMUSG00000001053,ENSRNOG00000021731,0.0149,0.1852,ortholog_one2many,1
ENSMUSG00000024571,ENSRNOG00000061294,0,0,ortholog_one2one,0
ENSMUSG00000045699,ENSRNOG00000054488,0.2691,0.4871,ortholog_many2many,0
ENSMUSG00000045699,ENSRNOG00000025261,0.2926,0.5953,ortholog_many2many,0
ENSMUSG00000045699,ENSRNOG00000059160,0.2865,0.5978,ortholog_many2many,0
ENSMUSG00000028291,ENSRNOG00000008288,0.0049,0.1035,ortholog_one2one,1
ENSMUSG00000051076,ENSRNOG00000015279,0.0116,0.1774,ortholog_one2one,1
ENSMUSG00000015202,ENSRNOG00000018052,0.0137,0.2368,ortholog_one2one,1
ENSMUSG00000047996,ENSRNOG00000026044,0.0181,0.1574,ortholog_one2one,1
ENSMUSG00000053094,ENSRNOG00000000893,0.0075,0.1443,ortholog_one2one,1
ENSMUSG00000006344,ENSRNOG00000062276,0.0463,0.2383,ortholog_one2one,0
ENSMUSG00000026413,ENSRNOG00000010076,0.014,0.267,ortholog_one2one,1
ENSMUSG00000026114,ENSRNOG00000051950,0.0363,0.2677,ortholog_one2one,1
ENSMUSG00000094678,ENSRNOG00000049191,0.0585,0.2781,ortholog_one2many,1
ENSMUSG00000046167,ENSRNOG00000024082,0.0325,0.2226,ortholog_one2one,1
ENSMUSG00000046727,ENSRNOG00000018775,0,0,ortholog_one2one,1
ENSMUSG00000029840,ENSRNOG00000011857,0,0,ortholog_one2one,1
ENSMUSG00000027109,ENSRNOG00000060479,0.004,0.0711,ortholog_one2one,1
ENSMUSG00000022228,ENSRNOG00000053518,0.0345,0.122,ortholog_one2one,1
ENSMUSG00000051618,ENSRNOG00000023833,0.0438,0.1349,ortholog_one2one,1
ENSMUSG00000028707,ENSRNOG00000010835,0.0142,0.23,ortholog_one2one,1
ENSMUSG00000071252,ENSRNOG00000045639,0.0827,0.177,ortholog_one2one,1
ENSMUSG00000054383,ENSRNOG00000010553,0.0135,0.1583,ortholog_one2one,1
ENSMUSG00000030889,ENSRNOG00000025110,0.0523,0.1639,ortholog_one2one,1
ENSMUSG00000001175,ENSRNOG00000004060,0.0058,0.3318,ortholog_one2one,0
ENSMUSG00000053550,ENSRNOG00000016877,0.0089,0.121,ortholog_one2one,1
ENSMUSG00000051978,ENSRNOG00000042114,0.1048,0.3191,ortholog_one2one,1
ENSMUSG00000026765,ENSRNOG00000004614,0.032,0.1883,ortholog_one2one,1
ENSMUSG00000051437,ENSRNOG00000017016,0.1028,0.1497,ortholog_one2one,1
ENSMUSG00000028403,ENSRNOG00000010484,0.0017,0.2259,ortholog_one2one,1
ENSMUSG00000022946,ENSRNOG00000051204,0.023,0.2333,ortholog_one2one,1
ENSMUSG00000022307,ENSRNOG00000056487,0.0297,0.2167,ortholog_one2one,1
ENSMUSG00000038658,ENSRNOG00000016172,0.0166,0.1907,ortholog_one2one,1
ENSMUSG00000019787,ENSRNOG00000012609,0.1077,0.2354,ortholog_one2one,0
ENSMUSG00000063800,ENSRNOG00000009451,0.0029,0.2557,ortholog_one2one,1
ENSMUSG00000022253,ENSRNOG00000054157,0.0734,0.3125,ortholog_one2one,1
ENSMUSG00000044265,ENSRNOG00000017039,0.0386,0.1408,ortholog_one2one,1
ENSMUSG00000090667,ENSRNOG00000049804,0.0268,0.244,ortholog_one2one,0
ENSMUSG00000030144,ENSRNOG00000010181,0.0869,0.2108,ortholog_one2one,1
ENSMUSG00000008429,ENSRNOG00000029995,0.0205,0.1165,ortholog_one2one,1
ENSMUSG00000022000,ENSRNOG00000011237,0.0221,0.2337,ortholog_one2one,1
ENSMUSG00000043061,ENSRNOG00000005144,0.0476,0.331,ortholog_one2one,1
ENSMUSG00000043421,ENSRNOG00000054999,0.0461,0.3259,ortholog_one2one,0
ENSMUSG00000069565,ENSRNOG00000031387,0,0,ortholog_one2one,1
ENSMUSG00000086147,ENSRNOG00000054488,0.3079,0.6598,ortholog_many2many,0
ENSMUSG00000086147,ENSRNOG00000025261,0.2424,0.4336,ortholog_many2many,0
ENSMUSG00000086147,ENSRNOG00000059160,0.2564,0.4611,ortholog_many2many,0
ENSMUSG00000036743,ENSRNOG00000030363,0.0057,0.1582,ortholog_one2one,1
ENSMUSG00000079084,ENSRNOG00000005713,0.0904,0.1586,ortholog_one2one,1
ENSMUSG00000090231,ENSRNOG00000051158,0.0414,0.2438,ortholog_many2many,1
ENSMUSG00000090231,ENSRNOG00000000419,0.112,0.3751,ortholog_many2many,0
ENSMUSG00000031433,ENSRNOG00000057622,0.0309,0.0817,ortholog_one2one,1
ENSMUSG00000007207,ENSRNOG00000029165,0.0014,0.1787,ortholog_one2one,1
ENSMUSG00000027663,ENSRNOG00000010119,0.0064,0.1298,ortholog_one2one,1
ENSMUSG00000040498,ENSRNOG00000024630,0.1735,0.2109,ortholog_one2one,0
ENSMUSG00000096257,ENSRNOG00000046971,0.0631,0.2952,ortholog_one2one,1
ENSMUSG00000042225,ENSRNOG00000022166,0.0014,0.0386,ortholog_one2one,1
ENSMUSG00000022505,ENSRNOG00000002664,0.0347,0.2483,ortholog_one2one,1
ENSMUSG00000005045,ENSRNOG00000011268,0.01,0.279,ortholog_one2one,1
ENSMUSG00000042909,ENSRNOG00000017138,0.0293,0.1889,ortholog_one2one,1
ENSMUSG00000035629,ENSRNOG00000059880,0.0441,0.284,ortholog_one2one,1
ENSMUSG00000045427,ENSRNOG00000011661,0.001,0.105,ortholog_one2one,1
ENSMUSG00000048834,ENSRNOG00000005180,0.1355,0.3185,ortholog_one2one,0
ENSMUSG00000055978,ENSRNOG00000021011,0.0667,0.3011,ortholog_one2one,1
ENSMUSG00000022515,ENSRNOG00000003186,0.0537,0.1968,ortholog_one2one,1
ENSMUSG00000015653,ENSRNOG00000006076,0.0088,0.3305,ortholog_one2one,1
ENSMUSG00000073834,ENSRNOG00000042543,0.247,0.3425,ortholog_many2many,0
ENSMUSG00000073834,ENSRNOG00000050117,0.3068,0.339,ortholog_many2many,0
ENSMUSG00000073834,ENSRNOG00000047613,0.2167,0.354,ortholog_many2many,0
ENSMUSG00000073834,ENSRNOG00000051227,0.2157,0.3047,ortholog_many2many,0
ENSMUSG00000073834,ENSRNOG00000033130,0.2324,0.3782,ortholog_many2many,0
ENSMUSG00000073834,ENSRNOG00000009273,0.2298,0.3079,ortholog_many2many,0
ENSMUSG00000073834,ENSRNOG00000049727,0.2756,0.2519,ortholog_many2many,0
ENSMUSG00000073834,ENSRNOG00000050595,0.2582,0.3169,ortholog_many2many,0
ENSMUSG00000073834,ENSRNOG00000046529,0.247,0.3425,ortholog_many2many,0
ENSMUSG00000073834,ENSRNOG00000050499,0.2436,0.3522,ortholog_many2many,0
ENSMUSG00000003847,ENSRNOG00000011879,0.018,0.1462,ortholog_one2one,1
ENSMUSG00000054237,ENSRNOG00000015235,0.0263,0.2369,ortholog_one2one,1
ENSMUSG00000022789,ENSRNOG00000001813,0.0086,0.1592,ortholog_one2one,1
ENSMUSG00000067919,ENSRNOG00000054488,0.3115,0.6152,ortholog_many2many,0
ENSMUSG00000067919,ENSRNOG00000025261,0.2461,0.5636,ortholog_many2many,0
ENSMUSG00000067919,ENSRNOG00000059160,0.2647,0.5691,ortholog_many2many,0
ENSMUSG00000033916,ENSRNOG00000043328,0,0,ortholog_one2one,1
ENSMUSG00000024319,ENSRNOG00000000470,0.005,0.2992,ortholog_one2one,1
ENSMUSG00000085584,ENSRNOG00000049853,0.0568,0.1316,ortholog_one2one,1
ENSMUSG00000028785,ENSRNOG00000006979,0,0,ortholog_one2one,1
